image_id,file_name,class_name,true_label,split,image_path,stat_mean,stat_std_dev,stat_variance,stat_median,stat_range,stat_skewness,stat_kurtosis,stat_entropy,stat_energy,stat_contrast,stat_mean_abs_dev,stat_min_value,stat_max_value,stat_iqr,stat_percentile_25,stat_percentile_50,stat_percentile_75,stat_signal_to_noise,stat_coef_of_var,stat_autocorrelation,stat_shannon_entropy,stat_root_mean_square,stat_harmonic_mean,stat_geometric_mean,stat_std_error_mean,stat_median_abs_dev
covid_2020_02_10_20021584_p6_52_14,2020.02.10.20021584-p6-52%14.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.10.20021584-p6-52%14.png,0.2903208594070747,0.4055434223852804,0.1644654674399659,0.0262884907424449,1.638056755065918,1.462988948393335,1.2997146254816334,3.9296732970239896,31.840213612394045,0.1644654674399659,0.3190400432740716,0.0,1.638056755065918,0.4895143210887909,0.0,0.0262884907424449,0.4895143210887909,0.7158793054026038,1.3968800699113593,0.0143607707876439,5.669320177745629,0.4987501066133505,1.9999936815480576e-06,0.0006665385241926,0.035845313004279,0.0262884907424449
covid_2020_02_10_20021584_p6_52_15,2020.02.10.20021584-p6-52%15.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.10.20021584-p6-52%15.png,0.3165008252071857,0.4590883295976366,0.2107620943727482,0.0442482214421033,1.7367998361587524,1.4848977936648928,1.2191557700548925,3.886103305013126,39.799662941385954,0.2107620943727482,0.3672551138495237,0.0,1.7367998361587524,0.5215793401002884,0.0,0.0442482214421033,0.5215793401002884,0.6894101099770258,1.4505122673759578,0.0742654632295816,5.606461966339987,0.5576153393958758,2.13331282246831e-06,0.0008951449762901,0.0405780588777617,0.0442482214421033
covid_2020_02_10_20021584_p6_52_2,2020.02.10.20021584-p6-52%2.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.10.20021584-p6-52%2.png,0.1992943407094571,0.3041324465542581,0.0924965450470786,0.0,1.3307931423187256,1.760121190135472,2.4970653243921603,3.8352755532754506,16.92349174859467,0.0924965450470786,0.2331514559036804,0.0,1.3307931423187256,0.290497325360775,0.0,0.0,0.290497325360775,0.6552858390532283,1.5260465774973508,0.111195655139646,5.533133020968505,0.3636135026176776,1.9104351218615576e-06,0.0004054365546238,0.0268817644171713,0.0
covid_2020_02_10_20021584_p6_52_3,2020.02.10.20021584-p6-52%3.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.10.20021584-p6-52%3.png,0.2755069123595604,0.3982306045140375,0.1585876143716157,0.0,1.484531044960022,1.3887591924620604,0.9142308803026128,3.856123905459099,30.014934160577823,0.1585876143716157,0.3255837466615503,0.0,1.484531044960022,0.5031390190124512,0.0,0.0,0.5031390190124512,0.6918258351085966,1.44544687138126,0.1272455214620345,5.56321083527456,0.4842434027733514,1.855064779596079e-06,0.0003979512804947,0.0351989451159867,0.0
covid_2020_02_10_20021584_p6_52_4,2020.02.10.20021584-p6-52%4.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.10.20021584-p6-52%4.png,0.2643628272962814,0.3818532776971126,0.1458119256880281,0.0410176534205675,1.6109657287597656,1.544761239707105,1.820856963704311,3.890755566548863,27.609552658446297,0.1458119256880281,0.3076809199894796,0.0,1.6109657287597656,0.5052090585231781,0.0,0.0410176534205675,0.5052090585231781,0.6923133842852338,1.44442878600763,0.0416022890978488,5.613173760986509,0.4644347426109633,2.133310757543043e-06,0.0008152306416166,0.0337513802597422,0.0410176534205675
covid_2020_02_10_20021584_p6_52_5,2020.02.10.20021584-p6-52%5.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.10.20021584-p6-52%5.png,0.2388420834031421,0.3461494742419407,0.119819458517972,0.0,1.4049818515777588,1.6238874156276892,2.047860961705616,3.893014660524547,22.63871991325767,0.119819458517972,0.2719846057534596,0.0,1.4049818515777588,0.3619919642806053,0.0,0.0,0.3619919642806053,0.6899949622377356,1.4492817568404566,-0.0060181731151295,5.616432944662131,0.4205532062918146,1.969223197321232e-06,0.0005437827026717,0.0305955800675793,0.0
covid_2020_02_10_20021584_p6_52_6,2020.02.10.20021584-p6-52%6.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.10.20021584-p6-52%6.png,0.2750472926127258,0.3787824570341358,0.1434761497568169,0.0259456150233745,1.561510682106018,1.2662392820040351,0.5506471844480547,3.921779251922639,28.048276855092148,0.1434761497568169,0.3147726496072209,0.0,1.561510682106018,0.5271070748567581,0.0,0.0259456150233745,0.5271070748567581,0.7261333289640965,1.377153919371502,-0.0171304415589496,5.657931478025356,0.4681102038306871,2.0317352982398224e-06,0.0006780003785424,0.0334799554954174,0.0259456150233745
covid_2020_02_10_20021584_p6_52_7,2020.02.10.20021584-p6-52%7.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.10.20021584-p6-52%7.png,0.2407755747408373,0.345726987786647,0.1195271500840284,0.0227894717827439,1.4921343326568604,1.5321894884380036,1.74370051557354,3.893357490186833,22.72000351690355,0.1195271500840284,0.2759752848439802,0.0,1.4921343326568604,0.4037396609783172,0.0,0.0227894717827439,0.4037396609783172,0.6964306716453135,1.4358889524353784,-0.0341868568828411,5.616927543315782,0.4213075212666028,2.031732788906117e-06,0.0006233297417969,0.0305582371878921,0.0227894717827439
covid_2020_02_10_20021584_p6_52_8,2020.02.10.20021584-p6-52%8.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.10.20021584-p6-52%8.png,0.2238209796951196,0.365004904922499,0.1332285806174825,0.0,1.6206337213516235,1.877818658872497,3.2673140724230763,3.7176524234348793,23.465524680853203,0.1332285806174825,0.2818111527816,0.0,1.6206337213516235,0.3898564502596855,0.0,0.0,0.3898564502596855,0.6131982433068941,1.6307895060583453,-0.0877330429684658,5.363438714853675,0.4281640007861073,1.7297069021551417e-06,0.0002154717749946,0.0322621804296312,0.0
covid_2020_02_10_20021584_p6_52_9,2020.02.10.20021584-p6-52%9.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.10.20021584-p6-52%9.png,0.3003926191377104,0.4081166296860585,0.1665591834263074,0.0840171054005622,1.4136165380477903,1.2519622383318376,0.3856644274044094,3.9516279850799183,32.86974835951628,0.1665591834263074,0.3396492286888133,0.0,1.4136165380477903,0.5238548517227173,0.0,0.0840171054005622,0.5238548517227173,0.7360442119807108,1.3586107104015217,0.0567772289164198,5.700994097328181,0.5067493552622647,2.1694717819510102e-06,0.0010016041477615,0.0360727545457513,0.0840171054005622
covid_2020_02_11_20021493_p16_109_0,2020.02.11.20021493-p16-109%0.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.11.20021493-p16-109%0.png,0.2747566142061259,0.4141177872821566,0.1714935417434694,0.0,1.77268648147583,1.6451034478280429,1.9697074075739949,3.840464077340042,31.61404656556588,0.1714935417434694,0.3203757143965049,0.0,1.77268648147583,0.397017627954483,0.0,0.0,0.397017627954483,0.6634729518294535,1.5072168088790032,0.0119800295789427,5.540618478906021,0.4969755917482099,1.9393798150619755e-06,0.0005052415373708,0.0366031869496476,0.0
covid_2020_02_11_20021493_p16_109_1,2020.02.11.20021493-p16-109%1.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.11.20021493-p16-109%1.png,0.2194771616486832,0.3522593285025185,0.1240866345170452,0.0,1.4636900424957275,1.6197785272927236,1.5700911331121823,3.736400969696076,22.04887795230816,0.1240866345170452,0.2775583239945263,0.0,1.4636900424957275,0.3210375010967254,0.0,0.0,0.3210375010967254,0.6230538720658522,1.604993092932282,0.1235004359946482,5.390487149568579,0.4150383825652846,1.8550553825337796e-06,0.0003249440605,0.0311356199900438,0.0
covid_2020_02_11_20021493_p16_109_2,2020.02.11.20021493-p16-109%2.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.11.20021493-p16-109%2.png,0.1523155852628406,0.2704725885613497,0.0731554211630771,0.0,1.3811516761779783,2.1884708851831816,4.79087538311809,3.62751802686416,12.333498710660974,0.0731554211630771,0.1984332575516418,0.0,1.3811516761779783,0.2084503658115863,0.0,0.0,0.2084503658115863,0.5631440247937254,1.7757381038494102,0.141158524235647,5.233402267907577,0.310411756666913,1.662331001103119e-06,0.0001446464042771,0.0239066251871011,0.0
covid_2020_02_11_20022053_p12_67_0,2020.02.11.20022053-p12-67%0.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.11.20022053-p12-67%0.png,0.192818961397279,0.2709756428316118,0.0734277990080052,0.0234736548736691,1.32391095161438,1.6528381790357105,2.590776213029094,3.937062320469228,14.157689712938318,0.0734277990080052,0.2128233568155337,0.0,1.32391095161438,0.3320355266332626,0.0,0.0234736548736691,0.3320355266332626,0.7115704120561385,1.4053371145034892,0.1098078978268108,5.679980285227087,0.3325762331892202,2.0983425537906222e-06,0.0006787380578074,0.023951089322827,0.0234736548736691
covid_2020_02_11_20022053_p12_67_1,2020.02.11.20022053-p12-67%1.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.11.20022053-p12-67%1.png,0.1817080178370815,0.2674877130413349,0.0715496766280835,0.0070838932879269,1.2135581970214844,1.809017552202123,3.114096039019325,3.888622572544965,13.38463748791868,0.0715496766280835,0.2058174359790427,0.0,1.2135581970214844,0.2927578315138817,0.0,0.0070838932879269,0.2927578315138817,0.6793109726801906,1.4720743543697832,-0.0775337449023116,5.610096501114839,0.32336895394327,1.999987056855958e-06,0.0005098285455842,0.0236427969719511,0.0070838932879269
covid_2020_02_11_20022053_p12_67_2,2020.02.11.20022053-p12-67%2.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.11.20022053-p12-67%2.png,0.252034928714238,0.3729989859273731,0.1391282435028486,0.0,1.6921467781066897,1.6353073279731618,2.130736189469168,3.859203785703981,25.939180645739484,0.1391282435028486,0.2911179169462201,0.0,1.6921467781066897,0.4171762391924858,0.0,0.0,0.4171762391924858,0.6756968853165368,1.4799495761569077,0.1164181819675022,5.567654163230383,0.4501664678703198,1.939367142395985e-06,0.0004851333132787,0.0329687640406188,0.0
covid_2020_02_11_20022053_p12_67_3,2020.02.11.20022053-p12-67%3.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.11.20022053-p12-67%3.png,0.2480838905248674,0.3672205364244821,0.1348509223718844,0.0,1.844772458076477,1.6790974111348926,2.6540486880391585,3.854183236392817,25.13875700605937,0.1348509223718844,0.2909136132471985,0.0,1.844772458076477,0.4254402071237564,0.0,0.0,0.4254402071237564,0.675570101199348,1.4802272555769704,0.0550184027955955,5.560411041636629,0.4431664914113417,1.9102447605810643e-06,0.0004347647250569,0.0324580164370891,0.0
covid_2020_02_13_20022673_p13_77_0,2020.02.13.20022673-p13-77%0.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.13.20022673-p13-77%0.png,0.2303885830770013,0.374728231033051,0.1404212471331596,0.0,1.683917760848999,1.8389861408037171,2.7679771139775813,3.740312517252113,24.76801873220966,0.1404212471331596,0.2850249010450625,0.0,1.683917760848999,0.3295827656984329,0.0,0.0,0.3295827656984329,0.6148134813018662,1.626505211448815,0.0477691938236619,5.396130319829876,0.4398865153029676,1.828557222194716e-06,0.0003135305475561,0.0331216091581887,0.0
covid_2020_02_13_20022673_p13_77_1,2020.02.13.20022673-p13-77%1.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.13.20022673-p13-77%1.png,0.2399352137072128,0.3172690474095024,0.1006596484441331,0.0648667402565479,1.3850897550582886,1.302019268013605,0.8590989631203909,3.98899912936466,20.253255068269944,0.1006596484441331,0.2587318607492079,0.0,1.3850897550582886,0.3975981548428535,0.0,0.0648667402565479,0.3975981548428535,0.7562491816239022,1.322311312739022,-0.1258283477919275,5.754909261860124,0.397779530922418,2.169477063595207e-06,0.000928865212865,0.0280428868604819,0.0648667402565479
covid_2020_02_13_20022673_p13_77_2,2020.02.13.20022673-p13-77%2.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.13.20022673-p13-77%2.png,0.2159553229139419,0.3056957201407883,0.0934498733123951,0.0,1.034967064857483,1.2374162050667057,0.2319484807170075,3.875048002080507,17.931081575329287,0.0934498733123951,0.2541948071675506,0.0,1.034967064857483,0.3793210089206695,0.0,0.0,0.3793210089206695,0.7064365061374684,1.4155507538131291,-0.0217041299511434,5.590512535623571,0.3742814112499578,1.939376544490771e-06,0.0004484415984415,0.027019939586407,0.0
covid_2020_02_17_20024018_p17_61_0,2020.02.17.20024018-p17-61%0.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.17.20024018-p17-61%0.png,0.2099120837083319,0.303425701801572,0.0920671565137765,0.0126093076542019,1.2438503503799438,1.4760997100708506,1.3122076053523752,3.88330597546344,17.424670643270428,0.0920671565137765,0.2443874431642143,0.0,1.2438503503799438,0.3691099211573601,0.0,0.0126093076542019,0.3691099211573601,0.6918049151969671,1.445489447016186,-0.0676470849675795,5.602426272870921,0.3689583166165932,1.99998880276019e-06,0.0005419087834951,0.0268192964162723,0.0126093076542019
covid_2020_02_17_20024018_p17_61_1,2020.02.17.20024018-p17-61%1.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.17.20024018-p17-61%1.png,0.1746434344713634,0.2689109279744291,0.0723130871840686,0.0,1.3852039575576782,1.725532247923376,2.98924660772309,3.789754238383336,13.160117297666822,0.0723130871840686,0.2157189579023679,0.0,1.3852039575576782,0.2985011413693428,0.0,0.0,0.2985011413693428,0.6494447300529201,1.539771184576211,-0.0227174800076133,5.467459645718906,0.320645312437313,1.8550474659544e-06,0.0002993442820388,0.0237685925882357,0.0
covid_2020_02_17_20024018_p17_61_2,2020.02.17.20024018-p17-61%2.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.17.20024018-p17-61%2.png,0.2420159792163758,0.3817469949691276,0.1457307681679591,0.0068295570090413,1.853332757949829,1.7849590315032884,2.6597510195085983,3.7930109470884776,26.150720302594607,0.1457307681679591,0.2902633259451477,0.0,1.853332757949829,0.3300162106752395,0.0,0.0068295570090413,0.3300162106752395,0.6339679118313325,1.5773627683807787,0.1019298521587434,5.472158083217433,0.4519983433199953,2.031719188913317e-06,0.0005678391636422,0.0337419861050321,0.0068295570090413
covid_2020_02_17_20024018_p17_61_3,2020.02.17.20024018-p17-61%3.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.17.20024018-p17-61%3.png,0.2205771821718372,0.3121026851337993,0.0974080860677274,2.310960553586483e-05,1.211127758026123,1.3463713991429178,0.7314685910580172,3.8955307946264015,18.695984558412203,0.0974080860677274,0.2565359067464214,0.0,1.211127758026123,0.3767127245664596,0.0,2.310960553586483e-05,0.3767127245664596,0.7067432801290874,1.414936404848352,0.0134658996848228,5.620062958853088,0.3821810819004459,1.999328395776473e-06,0.0005311287885421,0.0275862406355799,2.310960553586483e-05
covid_2020_02_17_20024018_p17_61_4,2020.02.17.20024018-p17-61%4.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.17.20024018-p17-61%4.png,0.3187493247241946,0.4360540223972146,0.1901431104487905,0.0344017511233687,1.6347306966781616,1.3056568355922793,0.6287739063643092,3.938986444426277,37.34326303499784,0.1901431104487905,0.3557052067903896,0.0,1.6347306966781616,0.5284062027931213,0.0,0.0344017511233687,0.5284062027931213,0.7309841839955624,1.3680155174431214,0.0887644587208216,5.682756209317976,0.5401335413218852,2.031738176485416e-06,0.0007498339790284,0.0385420945250926,0.0344017511233687
covid_2020_02_19_20025023_p20_93_0,2020.02.19.20025023-p20-93%0.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.19.20025023-p20-93%0.png,0.2431309715029783,0.3781018068313614,0.1429609763291401,0.0,1.7728396654129028,1.7562955309415125,2.610761887452279,3.7905886449443535,25.86542664103964,0.1429609763291401,0.2932313017936394,0.0,1.7728396654129028,0.3669181540608406,0.0,0.0,0.3669181540608406,0.6430287400945368,1.5551363304067154,0.1221082408554742,5.468663439926571,0.4495260233102441,1.7777732151340011e-06,0.0002894160843335,0.0334197939486677,0.0
covid_2020_02_19_20025023_p20_93_1,2020.02.19.20025023-p20-93%1.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.19.20025023-p20-93%1.png,0.2692009021120611,0.3959197833164428,0.156752474821339,0.0,1.8220343589782717,1.6592663031968142,2.341575031855979,3.868667702667693,29.34036486646868,0.156752474821339,0.3100373431148,0.0,1.8220343589782717,0.4553935974836349,0.0,0.0,0.4553935974836349,0.67993627375934,1.4707223497773865,-0.020060730511822,5.581307709301317,0.4787709269779093,1.9393847511803624e-06,0.0005134455341254,0.0349946954486206,0.0
covid_2020_02_19_20025023_p20_93_2,2020.02.19.20025023-p20-93%2.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.19.20025023-p20-93%2.png,0.2992616408955655,0.4018063751577533,0.1614483631174132,0.0743706487119197,1.9176700115203855,1.5757357862159072,2.3295158905154434,3.9917121743629593,32.12875428210172,0.1614483631174132,0.3182299942793634,0.0,1.9176700115203855,0.5173524618148804,0.0,0.0743706487119197,0.5173524618148804,0.7447888202103622,1.3426591325079755,-0.0751664887557143,5.758823358424879,0.5010048830389976,2.245591817627565e-06,0.0012092988367461,0.0355150015747541,0.0743706487119197
covid_2020_02_19_20025023_p20_93_3,2020.02.19.20025023-p20-93%3.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.19.20025023-p20-93%3.png,0.336280603238265,0.4468567014883752,0.1996809116650709,0.0219233771786093,1.53057062625885,1.009786619360623,-0.4251295738246274,3.939338121244608,40.03399113975837,0.1996809116650709,0.3865782063562619,0.0,1.53057062625885,0.6723056584596634,0.0,0.0219233771786093,0.6723056584596634,0.7525451662088299,1.3288209227213847,-0.1579528216615215,5.683263571719779,0.5592544642462519,2.0317356798173905e-06,0.0007469875359058,0.0394969254801353,0.0219233771786093
covid_2020_02_22_20024927_p18_66_0,2020.02.22.20024927-p18-66%0.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.22.20024927-p18-66%0.png,0.3896247058073641,0.6029891441176294,0.3635959079237111,0.0,2.3921139240264893,1.6471662042264117,1.8724712185157435,3.793772193404506,65.97162487029583,0.3635959079237111,0.4729035522053664,0.0,2.3921139240264893,0.6169968843460083,0.0,0.0,0.6169968843460083,0.6461543519546438,1.5476152695916456,0.0827927614182181,5.473256329502464,0.7179159555959083,1.8823429158435727e-06,0.0004825941185741,0.053297214098431,0.0
covid_2020_02_22_20024927_p18_66_1,2020.02.22.20024927-p18-66%1.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.22.20024927-p18-66%1.png,0.3678564397487207,0.5424575338056031,0.2942601759824571,0.0491375839337706,2.2591731548309326,1.5882823905628485,1.5549359583763556,3.880739741940841,54.98605263962385,0.2942601759824571,0.4180427284853749,0.0,2.2591731548309326,0.4813273251056671,0.0,0.0491375839337706,0.4813273251056671,0.6781282196226758,1.474644658052339,0.1878840383513453,5.598723980494103,0.6554224105468636,2.064506147643056e-06,0.0008467403729067,0.047946925082459,0.0491375839337706
