filepath,filename,split,class_name,label,source,source_filepath
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.10.20021584-p6-52%4.png,2020.02.10.20021584-p6-52%4.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.10.20021584-p6-52%5.png,2020.02.10.20021584-p6-52%5.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.10.20021584-p6-52%6.png,2020.02.10.20021584-p6-52%6.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.10.20021584-p6-52%7.png,2020.02.10.20021584-p6-52%7.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.10.20021584-p6-52%8.png,2020.02.10.20021584-p6-52%8.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.10.20021584-p6-52%9.png,2020.02.10.20021584-p6-52%9.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.11.20021493-p16-109%0.png,2020.02.11.20021493-p16-109%0.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.11.20021493-p16-109%1.png,2020.02.11.20021493-p16-109%1.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.11.20021493-p16-109%2.png,2020.02.11.20021493-p16-109%2.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.11.20022053-p12-67%0.png,2020.02.11.20022053-p12-67%0.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.11.20022053-p12-67%1.png,2020.02.11.20022053-p12-67%1.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.11.20022053-p12-67%2.png,2020.02.11.20022053-p12-67%2.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.11.20022053-p12-67%3.png,2020.02.11.20022053-p12-67%3.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.13.20022673-p13-77%0.png,2020.02.13.20022673-p13-77%0.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.13.20022673-p13-77%1.png,2020.02.13.20022673-p13-77%1.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.13.20022673-p13-77%2.png,2020.02.13.20022673-p13-77%2.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.17.20024018-p17-61%0.png,2020.02.17.20024018-p17-61%0.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.17.20024018-p17-61%1.png,2020.02.17.20024018-p17-61%1.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.17.20024018-p17-61%2.png,2020.02.17.20024018-p17-61%2.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.17.20024018-p17-61%3.png,2020.02.17.20024018-p17-61%3.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.17.20024018-p17-61%4.png,2020.02.17.20024018-p17-61%4.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.19.20025023-p20-93%0.png,2020.02.19.20025023-p20-93%0.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.19.20025023-p20-93%1.png,2020.02.19.20025023-p20-93%1.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.19.20025023-p20-93%2.png,2020.02.19.20025023-p20-93%2.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.19.20025023-p20-93%3.png,2020.02.19.20025023-p20-93%3.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.22.20024927-p18-66%0.png,2020.02.22.20024927-p18-66%0.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.22.20024927-p18-66%1.png,2020.02.22.20024927-p18-66%1.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.22.20024927-p18-66%2.png,2020.02.22.20024927-p18-66%2.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.22.20024927-p19-68%0.png,2020.02.22.20024927-p19-68%0.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.22.20024927-p19-68%1.png,2020.02.22.20024927-p19-68%1.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.22.20024927-p19-68%2.png,2020.02.22.20024927-p19-68%2.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.22.20024927-p19-68%3.png,2020.02.22.20024927-p19-68%3.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.22.20024927-p19-68%4.png,2020.02.22.20024927-p19-68%4.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.22.20024927-p19-68%5.png,2020.02.22.20024927-p19-68%5.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.22.20024927-p20-70%0.png,2020.02.22.20024927-p20-70%0.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.22.20024927-p20-70%1.png,2020.02.22.20024927-p20-70%1.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.22.20024927-p20-70%2.png,2020.02.22.20024927-p20-70%2.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.22.20024927-p20-70%3.png,2020.02.22.20024927-p20-70%3.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.23.20026856-p17-115%0.png,2020.02.23.20026856-p17-115%0.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.23.20026856-p17-115%1.png,2020.02.23.20026856-p17-115%1.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.23.20026856-p17-115%2.png,2020.02.23.20026856-p17-115%2.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.23.20026856-p17-115%3.png,2020.02.23.20026856-p17-115%3.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.23.20026856-p17-115%4.png,2020.02.23.20026856-p17-115%4.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.23.20026856-p17-115%5.png,2020.02.23.20026856-p17-115%5.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.24.20027052-p8-73%0.png,2020.02.24.20027052-p8-73%0.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.24.20027052-p8-73%1.png,2020.02.24.20027052-p8-73%1.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.24.20027052-p8-73%2.png,2020.02.24.20027052-p8-73%2.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.24.20027052-p8-73%3.png,2020.02.24.20027052-p8-73%3.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.24.20027201-p19-669.png,2020.02.24.20027201-p19-669.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.24.20027201-p19-670.png,2020.02.24.20027201-p19-670.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p23-108%0.png,2020.02.25.20021568-p23-108%0.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p23-108%1.png,2020.02.25.20021568-p23-108%1.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p23-108%10.png,2020.02.25.20021568-p23-108%10.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p23-108%11.png,2020.02.25.20021568-p23-108%11.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p23-108%12.png,2020.02.25.20021568-p23-108%12.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p23-108%13.png,2020.02.25.20021568-p23-108%13.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p23-108%14.png,2020.02.25.20021568-p23-108%14.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p23-108%15.png,2020.02.25.20021568-p23-108%15.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p23-108%2.png,2020.02.25.20021568-p23-108%2.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p23-108%3.png,2020.02.25.20021568-p23-108%3.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p23-108%4.png,2020.02.25.20021568-p23-108%4.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p23-108%5.png,2020.02.25.20021568-p23-108%5.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p23-108%6.png,2020.02.25.20021568-p23-108%6.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p23-108%7.png,2020.02.25.20021568-p23-108%7.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p23-108%8.png,2020.02.25.20021568-p23-108%8.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p23-108%9.png,2020.02.25.20021568-p23-108%9.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p24-111%0.png,2020.02.25.20021568-p24-111%0.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p24-111%1.png,2020.02.25.20021568-p24-111%1.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p24-111%2.png,2020.02.25.20021568-p24-111%2.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p24-111%3.png,2020.02.25.20021568-p24-111%3.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p24-111%4.png,2020.02.25.20021568-p24-111%4.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p24-111%5.png,2020.02.25.20021568-p24-111%5.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p24-111%6.png,2020.02.25.20021568-p24-111%6.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p24-111%7.png,2020.02.25.20021568-p24-111%7.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p24-111%8.png,2020.02.25.20021568-p24-111%8.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20021568-p24-111%9.png,2020.02.25.20021568-p24-111%9.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20027763-p15-53%0.png,2020.02.25.20027763-p15-53%0.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.25.20027763-p15-53%1.png,2020.02.25.20027763-p15-53%1.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.26.20026989-p34-114_1%0.png,2020.02.26.20026989-p34-114_1%0.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.26.20026989-p34-114_1%1.png,2020.02.26.20026989-p34-114_1%1.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.26.20026989-p34-114_2%0.png,2020.02.26.20026989-p34-114_2%0.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.26.20026989-p34-114_2%1.png,2020.02.26.20026989-p34-114_2%1.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.26.20027938-p6-80_1%0.png,2020.02.26.20027938-p6-80_1%0.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.26.20027938-p6-80_1%1.png,2020.02.26.20027938-p6-80_1%1.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.26.20027938-p6-80_2%0.png,2020.02.26.20027938-p6-80_2%0.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.26.20027938-p6-80_2%1.png,2020.02.26.20027938-p6-80_2%1.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.26.20027938-p6-80_3%0.png,2020.02.26.20027938-p6-80_3%0.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.26.20027938-p6-80_3%1.png,2020.02.26.20027938-p6-80_3%1.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.27.20027557-p25-137%0.png,2020.02.27.20027557-p25-137%0.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.27.20027557-p25-137%1.png,2020.02.27.20027557-p25-137%1.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.27.20027557-p25-137%2.png,2020.02.27.20027557-p25-137%2.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.27.20027557-p25-137%3.png,2020.02.27.20027557-p25-137%3.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.27.20027557-p25-137%4.png,2020.02.27.20027557-p25-137%4.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.28.20029025-p23-182.png,2020.02.28.20029025-p23-182.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.28.20029025-p23-183.png,2020.02.28.20029025-p23-183.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.01.20029769-p21-73_1%0.png,2020.03.01.20029769-p21-73_1%0.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.01.20029769-p21-73_1%1.png,2020.03.01.20029769-p21-73_1%1.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.01.20029769-p21-73_1%2.png,2020.03.01.20029769-p21-73_1%2.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.01.20029769-p21-73_2%0.png,2020.03.01.20029769-p21-73_2%0.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.01.20029769-p21-73_2%1.png,2020.03.01.20029769-p21-73_2%1.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.01.20029769-p21-73_2%2.png,2020.03.01.20029769-p21-73_2%2.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.01.20029769-p21-73_3.png,2020.03.01.20029769-p21-73_3.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.01.20029769-p21-73_4.png,2020.03.01.20029769-p21-73_4.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.03.20030353-p17-106%0.png,2020.03.03.20030353-p17-106%0.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.03.20030353-p17-106%1.png,2020.03.03.20030353-p17-106%1.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.03.20030353-p17-106%2.png,2020.03.03.20030353-p17-106%2.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.03.20030775-p10-88%0.png,2020.03.03.20030775-p10-88%0.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.03.20030775-p10-88%1.png,2020.03.03.20030775-p10-88%1.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.03.20030775-p11-91.png,2020.03.03.20030775-p11-91.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.03.20030775-p12-93%0.png,2020.03.03.20030775-p12-93%0.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.03.20030775-p12-93%1.png,2020.03.03.20030775-p12-93%1.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.04.20026005-p12-1946%0.png,2020.03.04.20026005-p12-1946%0.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.04.20026005-p12-1946%1.png,2020.03.04.20026005-p12-1946%1.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.04.20026005-p12-1946%2.png,2020.03.04.20026005-p12-1946%2.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.04.20026005-p12-1946%3.png,2020.03.04.20026005-p12-1946%3.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.04.20026005-p12-1946%4.png,2020.03.04.20026005-p12-1946%4.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.04.20026005-p12-1946%5.png,2020.03.04.20026005-p12-1946%5.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.04.20030395-p27-108%0.png,2020.03.04.20030395-p27-108%0.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.04.20030395-p27-108%1.png,2020.03.04.20030395-p27-108%1.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.04.20030395-p27-108%2.png,2020.03.04.20030395-p27-108%2.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.04.20030395-p27-108%3.png,2020.03.04.20030395-p27-108%3.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.04.20030395-p27-108%4.png,2020.03.04.20030395-p27-108%4.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.04.20030395-p27-108%5.png,2020.03.04.20030395-p27-108%5.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.04.20030395-p27-108%6.png,2020.03.04.20030395-p27-108%6.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.04.20030395-p27-108%7.png,2020.03.04.20030395-p27-108%7.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.04.20030395-p27-108%8.png,2020.03.04.20030395-p27-108%8.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.04.20031039-p23-97_1%0.png,2020.03.04.20031039-p23-97_1%0.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.04.20031039-p23-97_1%1.png,2020.03.04.20031039-p23-97_1%1.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.04.20031039-p23-97_1%2.png,2020.03.04.20031039-p23-97_1%2.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.04.20031039-p23-97_2%0.png,2020.03.04.20031039-p23-97_2%0.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.04.20031039-p23-97_2%1.png,2020.03.04.20031039-p23-97_2%1.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.04.20031039-p23-97_2%2.png,2020.03.04.20031039-p23-97_2%2.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.04.20031047-p12-81%0.png,2020.03.04.20031047-p12-81%0.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.04.20031047-p12-81%1.png,2020.03.04.20031047-p12-81%1.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.04.20031047-p12-81%2.png,2020.03.04.20031047-p12-81%2.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.04.20031047-p12-81%3.png,2020.03.04.20031047-p12-81%3.png,train,COVID,1,original,
/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.03.04.20031047-p13-84%0.png,2020.03.04.20031047-p13-84%0.png,train,COVID,1,original,
