image_id,file_name,class_name,true_label,split,image_path,stat_mean,stat_std_dev,stat_variance,stat_median,stat_range,stat_skewness,stat_kurtosis,stat_entropy,stat_energy,stat_contrast,stat_mean_abs_dev,stat_min_value,stat_max_value,stat_iqr,stat_percentile_25,stat_percentile_50,stat_percentile_75,stat_signal_to_noise,stat_coef_of_var,stat_autocorrelation,stat_shannon_entropy,stat_root_mean_square,stat_harmonic_mean,stat_geometric_mean,stat_std_error_mean,stat_median_abs_dev,concept_score_peripheral_ground_glass_opacities,concept_score_bilateral_involvement,concept_score_multilobar_distribution,concept_score_crazy_paving_pattern,concept_score_absence_of_lobar_consolidation,concept_score_localized_or_diffuse_presentation,concept_score_increased_density_in_the_lung,concept_score_ground_glass_appearance,med_task_prob_covid,med_neural_prob_covid
covid_2020_02_10_20021584_p6_52_14,2020.02.10.20021584-p6-52%14.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.10.20021584-p6-52%14.png,0.2903208594070747,0.4055434223852804,0.1644654674399659,0.0262884907424449,1.638056755065918,1.462988948393335,1.2997146254816334,3.9296732970239896,31.840213612394045,0.1644654674399659,0.3190400432740716,0.0,1.638056755065918,0.4895143210887909,0.0,0.0262884907424449,0.4895143210887909,0.7158793054026038,1.3968800699113593,0.0143607707876439,5.669320177745629,0.4987501066133505,1.9999936815480576e-06,0.0006665385241926,0.035845313004279,0.0262884907424449,0.70183253,0.6448748,0.79415166,0.4677599,0.5400422,0.70047027,0.704085,0.7177039,0.9996251,0.462312
covid_2020_02_10_20021584_p6_52_15,2020.02.10.20021584-p6-52%15.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.10.20021584-p6-52%15.png,0.3165008252071857,0.4590883295976366,0.2107620943727482,0.0442482214421033,1.7367998361587524,1.4848977936648928,1.2191557700548925,3.886103305013126,39.799662941385954,0.2107620943727482,0.3672551138495237,0.0,1.7367998361587524,0.5215793401002884,0.0,0.0442482214421033,0.5215793401002884,0.6894101099770258,1.4505122673759578,0.0742654632295816,5.606461966339987,0.5576153393958758,2.13331282246831e-06,0.0008951449762901,0.0405780588777617,0.0442482214421033,0.72203034,0.6449603,0.8001455,0.46762574,0.5466323,0.71646726,0.7017644,0.7246214,0.9998952,0.45870084
covid_2020_02_10_20021584_p6_52_2,2020.02.10.20021584-p6-52%2.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.10.20021584-p6-52%2.png,0.1992943407094571,0.3041324465542581,0.0924965450470786,0.0,1.3307931423187256,1.760121190135472,2.4970653243921603,3.8352755532754506,16.92349174859467,0.0924965450470786,0.2331514559036804,0.0,1.3307931423187256,0.290497325360775,0.0,0.0,0.290497325360775,0.6552858390532283,1.5260465774973508,0.111195655139646,5.533133020968505,0.3636135026176776,1.9104351218615576e-06,0.0004054365546238,0.0268817644171713,0.0,0.73850733,0.6663207,0.83131564,0.46149397,0.5514188,0.730515,0.72852176,0.7546644,0.9999429,0.46149397
covid_2020_02_10_20021584_p6_52_3,2020.02.10.20021584-p6-52%3.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.10.20021584-p6-52%3.png,0.2755069123595604,0.3982306045140375,0.1585876143716157,0.0,1.484531044960022,1.3887591924620604,0.9142308803026128,3.856123905459099,30.014934160577823,0.1585876143716157,0.3255837466615503,0.0,1.484531044960022,0.5031390190124512,0.0,0.0,0.5031390190124512,0.6918258351085966,1.44544687138126,0.1272455214620345,5.56321083527456,0.4842434027733514,1.855064779596079e-06,0.0003979512804947,0.0351989451159867,0.0,0.6961746,0.6161863,0.7664112,0.4619688,0.5316529,0.674381,0.6666996,0.6973689,0.9989041,0.46834707
covid_2020_02_10_20021584_p6_52_4,2020.02.10.20021584-p6-52%4.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.10.20021584-p6-52%4.png,0.2643628272962814,0.3818532776971126,0.1458119256880281,0.0410176534205675,1.6109657287597656,1.544761239707105,1.820856963704311,3.890755566548863,27.609552658446297,0.1458119256880281,0.3076809199894796,0.0,1.6109657287597656,0.5052090585231781,0.0,0.0410176534205675,0.5052090585231781,0.6923133842852338,1.44442878600763,0.0416022890978488,5.613173760986509,0.4644347426109633,2.133310757543043e-06,0.0008152306416166,0.0337513802597422,0.0410176534205675,0.7603389,0.69376016,0.8568622,0.46251613,0.5658832,0.75619555,0.7559913,0.77588105,0.9999951,0.45497862
covid_2020_02_10_20021584_p6_52_5,2020.02.10.20021584-p6-52%5.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.10.20021584-p6-52%5.png,0.2388420834031421,0.3461494742419407,0.119819458517972,0.0,1.4049818515777588,1.6238874156276892,2.047860961705616,3.893014660524547,22.63871991325767,0.119819458517972,0.2719846057534596,0.0,1.4049818515777588,0.3619919642806053,0.0,0.0,0.3619919642806053,0.6899949622377356,1.4492817568404566,-0.0060181731151295,5.616432944662131,0.4205532062918146,1.969223197321232e-06,0.0005437827026717,0.0305955800675793,0.0,0.7905457,0.70629644,0.8814602,0.45702833,0.57673603,0.7860093,0.7786287,0.80236924,0.9999982,0.45178124
covid_2020_02_10_20021584_p6_52_6,2020.02.10.20021584-p6-52%6.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.10.20021584-p6-52%6.png,0.2750472926127258,0.3787824570341358,0.1434761497568169,0.0259456150233745,1.561510682106018,1.2662392820040351,0.5506471844480547,3.921779251922639,28.048276855092148,0.1434761497568169,0.3147726496072209,0.0,1.561510682106018,0.5271070748567581,0.0,0.0259456150233745,0.5271070748567581,0.7261333289640965,1.377153919371502,-0.0171304415589496,5.657931478025356,0.4681102038306871,2.0317352982398224e-06,0.0006780003785424,0.0334799554954174,0.0259456150233745,0.76280594,0.6916254,0.86008906,0.4619458,0.56616116,0.76147234,0.7619617,0.7782897,0.9999964,0.45432436
covid_2020_02_10_20021584_p6_52_7,2020.02.10.20021584-p6-52%7.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.10.20021584-p6-52%7.png,0.2407755747408373,0.345726987786647,0.1195271500840284,0.0227894717827439,1.4921343326568604,1.5321894884380036,1.74370051557354,3.893357490186833,22.72000351690355,0.1195271500840284,0.2759752848439802,0.0,1.4921343326568604,0.4037396609783172,0.0,0.0227894717827439,0.4037396609783172,0.6964306716453135,1.4358889524353784,-0.0341868568828411,5.616927543315782,0.4213075212666028,2.031732788906117e-06,0.0006233297417969,0.0305582371878921,0.0227894717827439,0.71317285,0.6312161,0.7792632,0.4653206,0.53468853,0.69015217,0.67308646,0.71337706,0.99964046,0.46581215
covid_2020_02_10_20021584_p6_52_8,2020.02.10.20021584-p6-52%8.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.10.20021584-p6-52%8.png,0.2238209796951196,0.365004904922499,0.1332285806174825,0.0,1.6206337213516235,1.877818658872497,3.2673140724230763,3.7176524234348793,23.465524680853203,0.1332285806174825,0.2818111527816,0.0,1.6206337213516235,0.3898564502596855,0.0,0.0,0.3898564502596855,0.6131982433068941,1.6307895060583453,-0.0877330429684658,5.363438714853675,0.4281640007861073,1.7297069021551417e-06,0.0002154717749946,0.0322621804296312,0.0,0.71605015,0.6532716,0.80071145,0.46814883,0.5461478,0.7093929,0.7007955,0.72325593,0.99992275,0.45949757
covid_2020_02_10_20021584_p6_52_9,2020.02.10.20021584-p6-52%9.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.10.20021584-p6-52%9.png,0.3003926191377104,0.4081166296860585,0.1665591834263074,0.0840171054005622,1.4136165380477903,1.2519622383318376,0.3856644274044094,3.9516279850799183,32.86974835951628,0.1665591834263074,0.3396492286888133,0.0,1.4136165380477903,0.5238548517227173,0.0,0.0840171054005622,0.5238548517227173,0.7360442119807108,1.3586107104015217,0.0567772289164198,5.700994097328181,0.5067493552622647,2.1694717819510102e-06,0.0010016041477615,0.0360727545457513,0.0840171054005622,0.70314634,0.6248575,0.7822517,0.45134598,0.53529346,0.6752657,0.6701455,0.69414705,0.9968453,0.46675247
covid_2020_02_11_20021493_p16_109_0,2020.02.11.20021493-p16-109%0.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.11.20021493-p16-109%0.png,0.2747566142061259,0.4141177872821566,0.1714935417434694,0.0,1.77268648147583,1.6451034478280429,1.9697074075739949,3.840464077340042,31.61404656556588,0.1714935417434694,0.3203757143965049,0.0,1.77268648147583,0.397017627954483,0.0,0.0,0.397017627954483,0.6634729518294535,1.5072168088790032,0.0119800295789427,5.540618478906021,0.4969755917482099,1.9393798150619755e-06,0.0005052415373708,0.0366031869496476,0.0,0.70798105,0.5716505,0.7651532,0.39756444,0.5378777,0.69247186,0.6678408,0.66377544,0.99345714,0.4608953
covid_2020_02_11_20021493_p16_109_1,2020.02.11.20021493-p16-109%1.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.11.20021493-p16-109%1.png,0.2194771616486832,0.3522593285025185,0.1240866345170452,0.0,1.4636900424957275,1.6197785272927236,1.5700911331121823,3.736400969696076,22.04887795230816,0.1240866345170452,0.2775583239945263,0.0,1.4636900424957275,0.3210375010967254,0.0,0.0,0.3210375010967254,0.6230538720658522,1.604993092932282,0.1235004359946482,5.390487149568579,0.4150383825652846,1.85505538253378e-06,0.0003249440605,0.0311356199900438,0.0,0.7030301,0.61993355,0.78148144,0.44619855,0.5343543,0.68025213,0.67169636,0.68486965,0.9990018,0.4698796
covid_2020_02_11_20021493_p16_109_2,2020.02.11.20021493-p16-109%2.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.11.20021493-p16-109%2.png,0.1523155852628406,0.2704725885613497,0.0731554211630771,0.0,1.3811516761779783,2.1884708851831816,4.79087538311809,3.62751802686416,12.333498710660974,0.0731554211630771,0.1984332575516418,0.0,1.3811516761779783,0.2084503658115863,0.0,0.0,0.2084503658115863,0.5631440247937254,1.7757381038494102,0.141158524235647,5.233402267907577,0.310411756666913,1.662331001103119e-06,0.0001446464042771,0.0239066251871011,0.0,0.7005264,0.61071175,0.75225997,0.46783495,0.52761006,0.6737259,0.65436983,0.6941767,0.998814,0.4695875
covid_2020_02_11_20022053_p12_67_0,2020.02.11.20022053-p12-67%0.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.11.20022053-p12-67%0.png,0.192818961397279,0.2709756428316118,0.0734277990080052,0.0234736548736691,1.32391095161438,1.6528381790357105,2.590776213029094,3.937062320469228,14.157689712938318,0.0734277990080052,0.2128233568155337,0.0,1.32391095161438,0.3320355266332626,0.0,0.0234736548736691,0.3320355266332626,0.7115704120561385,1.4053371145034892,0.1098078978268108,5.679980285227087,0.3325762331892202,2.0983425537906222e-06,0.0006787380578074,0.023951089322827,0.0234736548736691,0.6613407,0.6199555,0.727722,0.4768209,0.5296775,0.6573162,0.6436429,0.6568775,0.9950831,0.46878943
covid_2020_02_11_20022053_p12_67_1,2020.02.11.20022053-p12-67%1.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.11.20022053-p12-67%1.png,0.1817080178370815,0.2674877130413349,0.0715496766280835,0.0070838932879269,1.2135581970214844,1.809017552202123,3.114096039019325,3.888622572544965,13.38463748791868,0.0715496766280835,0.2058174359790427,0.0,1.2135581970214844,0.2927578315138817,0.0,0.0070838932879269,0.2927578315138817,0.6793109726801906,1.4720743543697832,-0.0775337449023116,5.610096501114839,0.32336895394327,1.999987056855958e-06,0.0005098285455842,0.0236427969719511,0.0070838932879269,0.74822503,0.61319184,0.78482056,0.43271065,0.5219604,0.69133127,0.67476714,0.70771474,0.99660206,0.45995966
covid_2020_02_11_20022053_p12_67_2,2020.02.11.20022053-p12-67%2.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.11.20022053-p12-67%2.png,0.252034928714238,0.3729989859273731,0.1391282435028486,0.0,1.6921467781066897,1.6353073279731618,2.130736189469168,3.859203785703981,25.939180645739484,0.1391282435028486,0.2911179169462201,0.0,1.6921467781066897,0.4171762391924858,0.0,0.0,0.4171762391924858,0.6756968853165368,1.4799495761569077,0.1164181819675022,5.567654163230383,0.4501664678703198,1.939367142395985e-06,0.0004851333132787,0.0329687640406188,0.0,0.6696836,0.6027002,0.7302838,0.47323376,0.52076626,0.6521306,0.6438218,0.6718804,0.99843174,0.46908712
covid_2020_02_11_20022053_p12_67_3,2020.02.11.20022053-p12-67%3.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.11.20022053-p12-67%3.png,0.2480838905248674,0.3672205364244821,0.1348509223718844,0.0,1.844772458076477,1.6790974111348926,2.6540486880391585,3.854183236392817,25.13875700605937,0.1348509223718844,0.2909136132471985,0.0,1.844772458076477,0.4254402071237564,0.0,0.0,0.4254402071237564,0.675570101199348,1.4802272555769704,0.0550184027955955,5.560411041636629,0.4431664914113417,1.9102447605810643e-06,0.0004347647250569,0.0324580164370891,0.0,0.6692009,0.5847021,0.71277887,0.47669697,0.51600266,0.64669013,0.6360061,0.6637396,0.9908194,0.467518
covid_2020_02_13_20022673_p13_77_0,2020.02.13.20022673-p13-77%0.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.13.20022673-p13-77%0.png,0.2303885830770013,0.374728231033051,0.1404212471331596,0.0,1.683917760848999,1.8389861408037167,2.7679771139775813,3.740312517252113,24.76801873220966,0.1404212471331596,0.2850249010450625,0.0,1.683917760848999,0.3295827656984329,0.0,0.0,0.3295827656984329,0.6148134813018662,1.626505211448815,0.0477691938236619,5.396130319829876,0.4398865153029676,1.828557222194716e-06,0.0003135305475561,0.0331216091581887,0.0,0.7856803,0.65207314,0.8617059,0.44952932,0.5415766,0.75905246,0.7566728,0.800655,0.99999547,0.44952932
covid_2020_02_13_20022673_p13_77_1,2020.02.13.20022673-p13-77%1.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.13.20022673-p13-77%1.png,0.2399352137072128,0.3172690474095024,0.1006596484441331,0.0648667402565479,1.3850897550582886,1.302019268013605,0.8590989631203909,3.98899912936466,20.253255068269944,0.1006596484441331,0.2587318607492079,0.0,1.3850897550582886,0.3975981548428535,0.0,0.0648667402565479,0.3975981548428535,0.7562491816239022,1.322311312739022,-0.1258283477919275,5.754909261860124,0.397779530922418,2.169477063595207e-06,0.000928865212865,0.0280428868604819,0.0648667402565479,0.689353,0.60543674,0.74297905,0.46914724,0.5269488,0.6699708,0.65081,0.6807063,0.99624854,0.468839
covid_2020_02_13_20022673_p13_77_2,2020.02.13.20022673-p13-77%2.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.13.20022673-p13-77%2.png,0.2159553229139419,0.3056957201407883,0.0934498733123951,0.0,1.034967064857483,1.2374162050667057,0.2319484807170075,3.875048002080507,17.931081575329287,0.0934498733123951,0.2541948071675506,0.0,1.034967064857483,0.3793210089206695,0.0,0.0,0.3793210089206695,0.7064365061374684,1.4155507538131291,-0.0217041299511434,5.590512535623571,0.3742814112499578,1.939376544490771e-06,0.0004484415984415,0.027019939586407,0.0,0.7240476,0.6162435,0.784972,0.46405068,0.5300498,0.6964431,0.68683076,0.72710204,0.99986696,0.46878245
covid_2020_02_17_20024018_p17_61_0,2020.02.17.20024018-p17-61%0.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.17.20024018-p17-61%0.png,0.2099120837083319,0.303425701801572,0.0920671565137765,0.0126093076542019,1.2438503503799438,1.4760997100708506,1.3122076053523752,3.88330597546344,17.424670643270428,0.0920671565137765,0.2443874431642143,0.0,1.2438503503799438,0.3691099211573601,0.0,0.0126093076542019,0.3691099211573601,0.6918049151969671,1.445489447016186,-0.0676470849675795,5.602426272870921,0.3689583166165932,1.99998880276019e-06,0.0005419087834951,0.0268192964162723,0.0126093076542019,0.7329413,0.63966715,0.80855393,0.4620681,0.53970045,0.7120614,0.7038488,0.742067,0.9999198,0.46786845
covid_2020_02_17_20024018_p17_61_1,2020.02.17.20024018-p17-61%1.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.17.20024018-p17-61%1.png,0.1746434344713634,0.2689109279744291,0.0723130871840686,0.0,1.3852039575576782,1.725532247923376,2.98924660772309,3.789754238383336,13.160117297666822,0.0723130871840686,0.2157189579023679,0.0,1.3852039575576782,0.2985011413693428,0.0,0.0,0.2985011413693428,0.6494447300529201,1.539771184576211,-0.0227174800076133,5.467459645718906,0.320645312437313,1.8550474659544e-06,0.0002993442820388,0.0237685925882357,0.0,0.71708757,0.63746315,0.7892663,0.4660064,0.5378337,0.6969503,0.6831201,0.7207004,0.99975806,0.4655126
covid_2020_02_17_20024018_p17_61_2,2020.02.17.20024018-p17-61%2.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.17.20024018-p17-61%2.png,0.2420159792163758,0.3817469949691276,0.1457307681679591,0.0068295570090413,1.853332757949829,1.7849590315032884,2.6597510195085983,3.7930109470884776,26.150720302594607,0.1457307681679591,0.2902633259451477,0.0,1.853332757949829,0.3300162106752395,0.0,0.0068295570090413,0.3300162106752395,0.6339679118313325,1.5773627683807787,0.1019298521587434,5.472158083217433,0.4519983433199953,2.031719188913317e-06,0.0005678391636422,0.0337419861050321,0.0068295570090413,0.7058549,0.61907196,0.780831,0.46222234,0.5311525,0.6832382,0.6821818,0.71422964,0.99965906,0.46966407
covid_2020_02_17_20024018_p17_61_3,2020.02.17.20024018-p17-61%3.png,COVID,1,train,/Users/samehissa/Downloads/COVID-CT-Dataset-master/Images-processed/CT_COVID/2020.02.17.20024018-p17-61%3.png,0.2205771821718372,0.3121026851337993,0.0974080860677274,2.310960553586483e-05,1.211127758026123,1.3463713991429178,0.7314685910580172,3.8955307946264015,18.695984558412203,0.0974080860677274,0.2565359067464214,0.0,1.211127758026123,0.3767127245664596,0.0,2.310960553586483e-05,0.3767127245664596,0.7067432801290874,1.414936404848352,0.0134658996848228,5.620062958853088,0.3821810819004459,1.999328395776473e-06,0.0005311287885421,0.0275862406355799,2.310960553586483e-05,0.7019562,0.6497972,0.7818583,0.46961915,0.5420705,0.69151235,0.6782504,0.7053511,0.9996859,0.45986545
