concept_score_bilateral_involvement,shannon_entropy,concept_score_multilobar_distribution,concept_score_crazy_paving_pattern,concept_score_absence_of_lobar_consolidation,concept_score_localized_or_diffuse_presentation,concept_score_ground_glass_appearance,med_task_prob_covid,coef_of_var,mean_abs_dev,entropy,med_neural_prob_covid,label
0.6027002,5.567654163230383,0.7302838,0.47323376,0.52076626,0.6521306,0.6718804,0.99843174,1.4799495761569077,0.2911179169462201,3.859203785703981,0.46908712,1
0.5847021,5.560411041636629,0.71277887,0.47669697,0.51600266,0.64669013,0.6637396,0.9908194,1.4802272555769704,0.2909136132471985,3.854183236392817,0.467518,1
0.65207314,5.396130319829876,0.8617059,0.44952932,0.5415766,0.75905246,0.800655,0.99999547,1.626505211448815,0.2850249010450625,3.740312517252113,0.44952932,1
0.60543674,5.754909261860124,0.74297905,0.46914724,0.5269488,0.6699708,0.6807063,0.99624854,1.322311312739022,0.2587318607492079,3.98899912936466,0.468839,1
0.6162435,5.590512535623571,0.784972,0.46405068,0.5300498,0.6964431,0.72710204,0.99986696,1.4155507538131291,0.2541948071675506,3.875048002080507,0.46878245,1
0.63966715,5.602426272870921,0.80855393,0.4620681,0.53970045,0.7120614,0.742067,0.9999198,1.445489447016186,0.2443874431642143,3.88330597546344,0.46786845,1
0.63746315,5.467459645718906,0.7892663,0.4660064,0.5378337,0.6969503,0.7207004,0.99975806,1.539771184576211,0.2157189579023679,3.789754238383336,0.4655126,1
0.61907196,5.472158083217433,0.780831,0.46222234,0.5311525,0.6832382,0.71422964,0.99965906,1.5773627683807787,0.2902633259451477,3.7930109470884776,0.46966407,1
0.6497972,5.620062958853088,0.7818583,0.46961915,0.5420705,0.69151235,0.7053511,0.9996859,1.414936404848352,0.2565359067464214,3.8955307946264015,0.45986545,1
0.647218,5.682756209317976,0.7981237,0.46689764,0.5399262,0.70080644,0.7233241,0.99990666,1.3680155174431214,0.3557052067903896,3.938986444426277,0.46386346,1
0.667745,5.468663439926571,0.82455266,0.4664683,0.5496034,0.72514665,0.7431591,0.99997044,1.5551363304067154,0.2932313017936394,3.7905886449443535,0.45928594,1
0.6348376,5.581307709301317,0.794656,0.46413484,0.5359528,0.69940794,0.726729,0.9998746,1.4707223497773865,0.3100373431148,3.868667702667693,0.46756855,1
0.6602579,5.758823358424879,0.82068926,0.46550187,0.5513473,0.72821456,0.74386877,0.99997413,1.3426591325079755,0.3182299942793634,3.9917121743629593,0.45938858,1
0.68741244,5.683263571719779,0.8429291,0.45493862,0.5630272,0.73286164,0.7463972,0.9997433,1.3288209227213847,0.3865782063562619,3.939338121244608,0.4534067,1
0.6455925,5.473256329502464,0.7990029,0.46504024,0.54264253,0.70657593,0.7269193,0.9996088,1.5476152695916456,0.4729035522053664,3.793772193404506,0.46319634,1
0.69096476,5.598723980494103,0.8660895,0.45807022,0.56845814,0.76994336,0.7889014,0.9999949,1.474644658052339,0.4180427284853749,3.880739741940841,0.45604002,1
0.6058476,5.452626821798891,0.810859,0.41581342,0.5514079,0.69356036,0.69067997,0.99271375,1.5792487375857256,0.4467714235943276,3.7794729083034353,0.45478296,1
0.6235363,5.642969448366419,0.7697598,0.46648648,0.53081894,0.68074936,0.7050437,0.99894696,1.4219851538044588,0.3543543570317382,3.911408363249091,0.46918106,1
0.6483901,5.767105392404995,0.80856156,0.4631614,0.5435407,0.712741,0.7367068,0.99982053,1.3530573172723168,0.4433479237891333,3.997452842865577,0.4643489,1
0.6658745,5.630338537203881,0.8250629,0.4638077,0.5531423,0.7299766,0.74685466,0.999915,1.438101080318496,0.3800321792258216,3.9026532827888767,0.4590259,1
0.6749332,5.785159153961045,0.814262,0.46484873,0.55541813,0.72054595,0.7327494,0.99988306,1.297938801064573,0.4678016112648038,4.009966756786655,0.45561096,1
0.5988582,5.759185432997817,0.7459387,0.45334074,0.5241843,0.6582894,0.66303664,0.99131376,1.2920497425231725,0.4103801260688016,3.991963145332344,0.4665082,1
0.61832064,5.62044603325064,0.763084,0.46810332,0.5335414,0.6900826,0.69325036,0.99843055,1.4322300231075336,0.2810813888391976,3.895796321565009,0.46645862,1
0.6420958,5.518785997305713,0.7974563,0.46466312,0.54033214,0.70381325,0.72801524,0.99987257,1.5428922326278995,0.3424905730744285,3.825330954274158,0.46506396,1
0.5756663,5.581233022676045,0.6922996,0.46016872,0.51412433,0.62352884,0.62981546,0.98287535,1.5007443526831512,0.4109076009410728,3.868615933843961,0.46172908,1
0.6857424,5.670585605149235,0.8622639,0.45741755,0.5620442,0.760064,0.7864764,0.9999951,1.4036032161233687,0.2923548324996261,3.930550424461003,0.45741755,1
0.68377733,5.654298483152846,0.86814624,0.45561498,0.5635047,0.7680461,0.7947489,0.9999881,1.4229995160039268,0.3986705725404249,3.9192610517697695,0.45561498,1
0.6827182,5.537938278074018,0.8798081,0.45100838,0.56064487,0.77825195,0.8123978,0.9999987,1.4752016525384974,0.3721405910434896,3.8386063036900016,0.45100838,1
0.6157408,5.507540011547487,0.77407235,0.44888362,0.52441424,0.6969491,0.70654273,0.9978619,1.4991933680457432,0.3207148488788789,3.817535830953228,0.4632891,1
0.6680488,5.582804863533389,0.8415097,0.45940542,0.553433,0.74032724,0.7674103,0.99996233,1.4697940194584755,0.3827817710047156,3.869705450902519,0.45940542,1
0.6633362,5.681924962805552,0.82919765,0.4591427,0.55162334,0.7226473,0.74670595,0.99968743,1.3384803268570171,0.3570366516169088,3.93841026824984,0.46116966,1
0.6638016,5.670150434157156,0.8485088,0.45640653,0.55522233,0.7532393,0.7802145,0.9999807,1.395241479557159,0.3688796513297347,3.9302487869147806,0.45640653,1
0.6658757,5.739691914511146,0.83582157,0.459783,0.55554026,0.74102885,0.76201326,0.99991655,1.3211762772078948,0.3380469311634897,3.978451267954114,0.459783,1
0.54616064,5.698598405397899,0.7956115,0.38561866,0.56286824,0.69241047,0.680751,0.9892322,1.3560574357094088,0.2263083545167319,3.949967417972953,0.45662785,1
0.6179455,5.692813065644769,0.80946267,0.46352693,0.5279006,0.7142919,0.7504936,0.9999734,1.352239563861649,0.3480975682871303,3.9459573260344896,0.46352693,1
0.576525,5.6480465949724366,0.6941579,0.46779937,0.5148712,0.6313673,0.6304761,0.9883327,1.3908985339187088,0.2279640894357726,3.9149275731043423,0.46279642,1
0.618291,5.293638490654294,0.76147854,0.46639794,0.52830076,0.67613316,0.7003369,0.99843806,1.7641999415759668,0.292745851851123,3.669270594828628,0.47094575,1
0.5923102,5.760228190024694,0.7045299,0.47737804,0.516658,0.6366113,0.6490025,0.9968335,1.3399343796032397,0.3465043481106136,3.992685929425533,0.4659702,1
0.61115533,5.381857885694182,0.7549408,0.45894098,0.53019285,0.6556023,0.66796875,0.9983942,1.6462145901488003,0.3694785276450147,3.730419619771229,0.4674388,1
0.62644315,5.750404903243307,0.7911537,0.4527997,0.54295444,0.67616236,0.70098937,0.99752337,1.3423036409399232,0.28994674459409,3.985876945889181,0.46806216,1
0.6583039,5.437304562678055,0.82832116,0.46113467,0.5480392,0.7281493,0.7554574,0.9999782,1.5870015485901936,0.2771871778421086,3.76885232759402,0.46123558,1
0.6895074,5.708752436932944,0.8567955,0.45833698,0.565013,0.75719315,0.7786506,0.99998677,1.385933030724211,0.3154583437599285,3.9570056563027856,0.45717624,1
0.6715789,5.6297953248115,0.86738807,0.45068857,0.5557004,0.76625705,0.80066186,0.9999832,1.386482723296706,0.2387644066066059,3.902276756650653,0.45068857,1
0.6590438,5.692390257573641,0.8280694,0.45066005,0.55004907,0.71705115,0.7299633,0.99989843,1.40261325196256,0.3337525136425938,3.945664257812069,0.45886073,1
0.67524624,5.431781018017084,0.8369801,0.45769638,0.5577326,0.73412085,0.7538143,0.99992716,1.6101187485543476,0.2497244580925297,3.76502369818557,0.45814684,1
0.6503766,5.702091910259593,0.7886488,0.46920383,0.5409202,0.693688,0.7105615,0.99957806,1.3660414675181949,0.3450891785505519,3.952388931018109,0.46109098,1
0.64697105,5.847292099484623,0.80496067,0.46166205,0.5424325,0.7129311,0.736806,0.9998858,1.2981853503628729,0.4357008142244467,4.053034032796209,0.46362525,1
0.67161435,5.591942881338625,0.82570565,0.46480092,0.55285573,0.72598094,0.7454052,0.9999789,1.4805237918256546,0.3379438709292799,3.876039442180124,0.45908955,1
0.7092697,5.578994742840317,0.89626646,0.45037615,0.57586205,0.7956188,0.8240081,0.9999987,1.4746723419883132,0.2457168974847263,3.8670644764865214,0.45037615,1
0.67383325,5.590856443671619,0.8323032,0.4634986,0.5560936,0.735152,0.7531077,0.99997044,1.4936445104322529,0.3414468511764426,3.875286380974385,0.45825705,1
0.61885715,5.58351504512412,0.78148466,0.46098158,0.5404136,0.6646963,0.6890684,0.998694,1.480365489225094,0.2441074289289417,3.870197711269818,0.46946692,1
0.6683091,5.460856136845818,0.8254596,0.4630055,0.55343276,0.7287563,0.7491624,0.9999622,1.5932437269407238,0.258535789977941,3.785177034826152,0.45986354,1
0.6249005,5.363548268343188,0.785576,0.45259023,0.53014857,0.70001835,0.71602607,0.99925727,1.6688635414379092,0.2548973420083484,3.717728360127256,0.4653977,1
0.60174626,5.645510196704475,0.7405685,0.46099895,0.51937616,0.66038734,0.67631423,0.99696666,1.3782975624766094,0.3139165704083098,3.913169475796128,0.46903488,1
0.67769694,5.613099750871697,0.8123788,0.46647632,0.5553339,0.7173873,0.7282449,0.99992955,1.4682343335981678,0.3117595623189118,3.890704266646448,0.45471832,1
0.67053014,5.393181380971598,0.8720538,0.451057,0.55199957,0.76834965,0.805396,0.99999845,1.629887562649354,0.3961954573037474,3.7382684685968535,0.451057,1
0.65874153,5.553900845038868,0.8092999,0.4656461,0.5470838,0.7126865,0.7326327,0.9999386,1.4678502909305884,0.3245041852701433,3.849670711976187,0.46110243,1
0.60834575,5.664512353251794,0.7724597,0.46161947,0.5240584,0.6886113,0.7228531,0.9994825,1.394490828209505,0.278716915654968,3.926340767031461,0.46632206,1
0.68586355,5.5670070072091855,0.85340667,0.4594885,0.56275624,0.7529523,0.7753894,0.9999852,1.4716502159108151,0.3525460517121246,3.8587552113325048,0.45813683,1
0.63619524,5.355543148438771,0.8164933,0.43724945,0.5483973,0.71734256,0.72610927,0.99951005,1.6372926177788203,0.3511284532614809,3.712179633835465,0.46312457,1
0.67439,5.6052165734844905,0.8177795,0.46765593,0.5521897,0.71887636,0.73450226,0.9999585,1.4366369555631435,0.3425815758646422,3.8852400644666494,0.457362,1
0.66340864,5.716300243248432,0.84615874,0.45851055,0.54915273,0.74588674,0.77269304,0.999974,1.3660382843667311,0.2679547736956351,3.962237396969778,0.45851055,1
0.7053216,5.691911661664475,0.8569766,0.4631135,0.56762767,0.75378555,0.7694488,0.99999106,1.3252250058023471,0.3738613354236122,3.945332520407003,0.45258105,1
0.6421,5.576817561747115,0.75373816,0.4743137,0.5340591,0.6660738,0.675815,0.99951947,1.452271621586772,0.3498678385924449,3.865555369550199,0.4659409,1
0.67592674,5.678844291698951,0.8285671,0.4534909,0.5518374,0.72983116,0.73412764,0.9999455,1.4267763744989133,0.2435858380159175,3.936274909758066,0.45724753,1
0.6187187,5.319915020965139,0.7506508,0.4697991,0.5280428,0.66733915,0.6876824,0.99862814,1.7073393702805764,0.2106117162569347,3.687484097728488,0.47128445,1
0.6466217,5.589427172454135,0.8050063,0.46638513,0.54505825,0.7154536,0.7316655,0.99990094,1.475408301452158,0.2944239687858498,3.8742956856597286,0.46161145,1
0.50561094,5.666987438326877,0.6720166,0.39125484,0.53559715,0.6118019,0.5852406,0.8497774,1.3389823145073552,0.2663119682729302,3.9280563652729,0.45588607,1
0.617954,5.577199859974892,0.76093715,0.45144343,0.5244157,0.68172365,0.69062495,0.9943335,1.4341908417965858,0.2660488866422383,3.865820358488916,0.46544898,1
0.6091188,5.704650363963934,0.76954424,0.44075593,0.52734774,0.6868079,0.67630804,0.99757344,1.3284020785658568,0.346940826691025,3.954162315989865,0.4649442,1
0.6200771,5.588617861680127,0.72931653,0.4749662,0.5279958,0.6537073,0.6614843,0.9967759,1.4865917347175084,0.3163924285267967,3.8737347141785294,0.4689709,1
0.6846052,5.624460802335143,0.8852718,0.45260292,0.56699175,0.7908489,0.81557786,0.99999917,1.4519301250936978,0.4199378812506893,3.89857914743653,0.45260292,1
0.6520289,5.47799967923582,0.8397936,0.45533004,0.54662246,0.74173844,0.7748882,0.9999887,1.5551824755230217,0.3299270292311149,3.797060032898593,0.45533004,1
0.6513339,5.599273205208322,0.8159203,0.4624551,0.54375017,0.716828,0.7431998,0.99991703,1.4530252868525542,0.3314711750556398,3.881120435502996,0.46485412,1
0.62860423,5.490110415002892,0.8017969,0.45957127,0.5364203,0.703407,0.729987,0.99955887,1.5420004020471014,0.2496516788993403,3.805454555250044,0.46813947,1
0.70159465,5.720093406598883,0.8932793,0.45236453,0.57597333,0.79791164,0.8209842,0.99999833,1.3844511296718065,0.2864635757578071,3.964866617451549,0.45236453,1
0.63878256,5.566866119817513,0.8199494,0.46348107,0.5439136,0.730606,0.7503513,0.9999647,1.4829382706575895,0.3203740410722275,3.858657555634191,0.46337095,1
0.6332739,5.685621522963106,0.7720409,0.45792574,0.5277946,0.68656737,0.68675077,0.99840134,1.3809072056401452,0.4970266853204919,3.940972528500817,0.47216478,1
0.6483459,5.64098650597302,0.8050982,0.4641407,0.5438549,0.71074814,0.73245955,0.9998361,1.4193916737359786,0.4152228083444242,3.910033892319895,0.4633602,1
0.6565686,5.380461226785799,0.7927677,0.4706154,0.5470789,0.7042835,0.7110911,0.99967504,1.6415265524423908,0.4779926901194358,3.72945152958668,0.45646048,1
0.66201675,5.523740340290055,0.81346935,0.4664561,0.54987895,0.71905917,0.7343658,0.99992836,1.509869862590581,0.5623676984396297,3.828765043145282,0.4589367,1
0.65099233,5.454107101186335,0.77588457,0.47240368,0.5429567,0.69011515,0.69545066,0.9993074,1.5715799669002084,0.5247891332918471,3.780498959787282,0.4570433,1
0.60764855,5.580490291470699,0.73636407,0.471924,0.5222615,0.65547675,0.6775675,0.99851614,1.4346281667684415,0.246624590659394,3.868101111803063,0.47003534,1
0.63381773,5.598301274050459,0.779816,0.4674367,0.5360388,0.6901893,0.70997626,0.999553,1.4417909084169742,0.2501027365394748,3.880446744161224,0.46453056,1
0.67912525,5.576158075119888,0.8365571,0.46123123,0.5589428,0.7389809,0.75775856,0.99998724,1.5105264592746064,0.3714482637305991,3.8650982482539193,0.457441,1
0.6334645,5.672471239158195,0.77399266,0.46781343,0.5349573,0.6844443,0.7044907,0.99926335,1.3811227086257276,0.3628446788486599,3.931857446357881,0.4650427,1
0.6510648,5.555760888520534,0.7964261,0.4658262,0.5442807,0.7042025,0.7226469,0.9998161,1.4456462443264646,0.3204219739350264,3.850959995871225,0.46135187,1
0.6429606,5.743089769055333,0.8052239,0.4629725,0.5410738,0.7097439,0.73613906,0.9997782,1.3480350856168315,0.412643613722139,3.980806481251369,0.46602818,1
0.60231453,5.633448682101883,0.7394181,0.4695605,0.5204366,0.66023594,0.68668264,0.9988055,1.4139049021858223,0.2874161078948987,3.904809070956058,0.46952623,1
0.67182666,5.501917974528846,0.8413015,0.46076944,0.5553944,0.7414121,0.7663952,0.9999577,1.510494160703607,0.2965963619473939,3.813638931844753,0.46076944,1
0.588343,5.548149170953141,0.7470412,0.4383107,0.5149755,0.6806579,0.67057216,0.9899149,1.476206691089449,0.3815482920642807,3.845683955300166,0.46384314,1
0.6366147,5.71783249699376,0.7815454,0.46966398,0.54025316,0.69581723,0.71307474,0.9993954,1.313415208097,0.38538785730384,3.963299474333256,0.46172765,1
0.681676,5.702961110396583,0.8518526,0.45975092,0.5596543,0.75004673,0.7743462,0.99996006,1.3604763591028928,0.3431317588519391,3.952991414642404,0.45904204,1
0.6716703,5.740319804834207,0.80821216,0.46258086,0.55129427,0.72034657,0.7181587,0.99949276,1.3218641116536087,0.3916019313699053,3.978886488361245,0.45427576,1
0.5682683,5.632303785639765,0.7443237,0.42811522,0.5350194,0.6455473,0.64724576,0.9727684,1.4514029124322607,0.505244686954029,3.9040154892013086,0.45185712,1
0.60808176,5.632960337503048,0.73239535,0.4707074,0.5227048,0.6547933,0.6748859,0.99883646,1.414584610108078,0.3096786367023014,3.904470576274236,0.46906844,1
0.65275776,5.836330500239969,0.80131066,0.46602726,0.54595464,0.7095119,0.7263777,0.9997873,1.2619640842903128,0.2831972788485473,4.045436031185347,0.46074313,1
0.6247662,5.626596344618802,0.7586649,0.4698241,0.53122944,0.67376745,0.6925456,0.99947804,1.4279537153572608,0.320397162157974,3.900059392549415,0.46877056,1
0.57904655,5.621624217413634,0.824305,0.3807574,0.5940767,0.6911599,0.67528665,0.9955514,1.4240507762293515,0.3271871442887004,3.896612976595769,0.4587103,1
0.5941269,5.575106229940538,0.709601,0.4767028,0.51583165,0.6359447,0.6563129,0.99676275,1.4791973474059414,0.321929824394374,3.8643691647334686,0.46642873,1
0.6635712,5.718543849970571,0.81703734,0.4636944,0.5515031,0.7221547,0.7398525,0.9997979,1.3495046229424137,0.3318428941229285,3.963792546643514,0.4594532,1
0.6658028,5.621442237446248,0.786525,0.46936235,0.5484305,0.69640714,0.70388836,0.99949193,1.4341044987616005,0.3808402061140441,3.896486837694456,0.4553877,1
0.64148784,5.683933366846107,0.80437243,0.4510066,0.5399373,0.70112807,0.71841526,0.9996847,1.397681343481751,0.2783556845229213,3.9398023878479744,0.46433926,1
0.68669367,5.846941767184914,0.85909814,0.45888114,0.5625509,0.75740385,0.78202,0.9999962,1.2669194337717655,0.3170788272191203,4.052791200950407,0.45826155,1
0.6689045,5.6980239884425865,0.8264311,0.4647843,0.55348843,0.7296188,0.74715525,0.99994326,1.3543779246180407,0.3373945967034615,3.949569262479912,0.45876652,1
0.6720221,5.614512014039477,0.8194478,0.46611705,0.55321795,0.7219389,0.7373901,0.99993443,1.44862191750875,0.2583100824123221,3.891683172879404,0.45740667,1
0.6680268,5.585584142458938,0.83101946,0.46186367,0.5554034,0.73616993,0.7539419,0.9999529,1.4711261663410724,0.3928534039196165,3.871631900253752,0.45897284,1
0.6687365,5.546766892407307,0.8329157,0.46120876,0.5532659,0.7328972,0.75621563,0.9999474,1.4586169485512317,0.4347708702675845,3.844725832823373,0.46114203,1
0.64801663,5.64624569452787,0.86211216,0.44287467,0.5447962,0.7536858,0.7942426,0.99991167,1.4309111551777354,0.3794243938611998,3.9136792840387216,0.44287467,1
0.6514495,5.68951962380061,0.8443523,0.4227013,0.56434286,0.7375157,0.7370236,0.999764,1.4359185688571567,0.3985607923768839,3.943674486105872,0.4581445,1
0.68338233,5.710768703420049,0.8682953,0.4541021,0.56265306,0.76768935,0.7968945,0.9999672,1.379729103365858,0.3208104427506555,3.958403225733581,0.4541021,1
0.68256694,5.662400512476589,0.8412645,0.46000263,0.56051,0.74416435,0.7629589,0.9999391,1.4030857991190646,0.4523097415845427,3.924876950552336,0.45662954,1
0.67969686,5.663880290647875,0.8647703,0.454126,0.560716,0.7639287,0.7934973,0.99998534,1.402926881876419,0.3480885132603362,3.925902654619617,0.454126,1
0.6509508,5.63186242320179,0.7895166,0.46444374,0.5434445,0.7005275,0.715855,0.99938667,1.4198366244500824,0.5520201953659125,3.90370956007182,0.45956257,1
0.69954336,5.686735389111147,0.8929441,0.44921198,0.57361597,0.7963523,0.8249586,0.999998,1.4179486217015445,0.424270201876368,3.9417446016808544,0.44811133,1
0.73449665,5.684809429172631,0.89499056,0.4539622,0.5878522,0.79653686,0.8129722,0.9999939,1.4057664528517355,0.441101899595651,3.9404096279796,0.44695744,1
0.5007331,5.694238540045536,0.7248949,0.29470536,0.5851491,0.7045626,0.60565126,0.80085266,1.390026745965447,0.3985973697908775,3.946945389596341,0.45503744,1
0.50704557,5.684470188227475,0.7165553,0.3566406,0.5641029,0.63905895,0.6059522,0.90800196,1.3601057739486833,0.3003575914360112,3.940174484074936,0.45832947,1
0.682034,5.647092562192995,0.8596488,0.4473198,0.55654687,0.7618314,0.77510804,0.9998956,1.404894546856294,0.3613079404015025,3.914266287973112,0.4473198,1
0.56421494,5.571146887033355,0.7308417,0.42163056,0.5495572,0.6299167,0.63889664,0.9586741,1.4634265798000277,0.2919702169194806,3.861624757360485,0.44956902,1
0.5129059,5.735001856118362,0.704479,0.34196982,0.5432544,0.6549634,0.59734935,0.974342,1.3299938358848953,0.2520604142370075,3.975200367202495,0.45836997,1
0.6235495,5.67072146020825,0.77020305,0.46744776,0.533759,0.6877757,0.70711255,0.99939406,1.3907800492218598,0.3272383688663467,3.9306445920121234,0.466241,1
0.61684376,5.630348854541069,0.75632834,0.46805766,0.52745384,0.6710055,0.69453466,0.9995103,1.4084912730953696,0.2809403251053481,3.9026604342220574,0.47169262,1
0.6693212,5.642487272361162,0.8345902,0.4632302,0.5572863,0.7421712,0.756504,0.9999311,1.417553282153942,0.306027456860761,3.911074144310514,0.457496,1
0.6574612,5.635861444146133,0.8263827,0.4640104,0.5534721,0.7381227,0.7508611,0.99992573,1.4208200902598254,0.3491871780213387,3.906481470164393,0.45875266,1
0.66437346,5.629391261128326,0.8486819,0.4597367,0.5564746,0.75480026,0.77661556,0.9999949,1.4458204095476206,0.3172446352400584,3.901996681047892,0.4597367,1
0.5246733,5.716068139507918,0.68155265,0.41243017,0.5360006,0.6013111,0.5887249,0.63130575,1.3405740416067575,0.3136032236895971,3.9620765149164447,0.45517012,1
0.63798547,5.711440070933967,0.7907681,0.46477574,0.5381787,0.69879985,0.7225291,0.9997683,1.3458371207456392,0.2675676553667472,3.9588685822329728,0.465202,1
0.59672606,5.623832291044627,0.73000413,0.47147587,0.5182598,0.6545763,0.68016326,0.99852234,1.4168330888120697,0.2607702242712548,3.89814349660756,0.46790546,1
0.6580013,5.86381054109917,0.8265005,0.46156678,0.54866076,0.72811466,0.75464064,0.9999515,1.2456937078003358,0.3443850004238129,4.064483744028576,0.46201712,1
0.6290831,5.826616235477644,0.7803126,0.46651718,0.53342813,0.6889078,0.7142801,0.999818,1.270459490820646,0.2674561441349397,4.038702615954131,0.46724197,1
0.59968936,5.651536248504501,0.70748484,0.47784635,0.52360207,0.6485893,0.64520615,0.9961414,1.4046772523558868,0.4511928008797667,3.917346416611224,0.46661943,1
0.61767834,5.81142110636085,0.73065794,0.47576562,0.52941686,0.66032046,0.6615967,0.99756324,1.324299901205918,0.4563715387137108,4.02817015504858,0.46928886,1
0.61950034,5.571208592208586,0.77966815,0.46474046,0.5312893,0.692077,0.71966857,0.9998803,1.4711289294203815,0.2699843529699137,3.861667528128722,0.4695073,1
0.67078584,5.569314373931276,0.84623104,0.4604826,0.5576791,0.7500087,0.77233946,0.99999094,1.4546398657212276,0.2672639682496083,3.86035455607044,0.4604826,1
0.6464599,5.503227830928465,0.80291027,0.46694994,0.5452347,0.7144732,0.7288763,0.9998909,1.5127361002513846,0.2758310111090623,3.814546855115087,0.4608698,1
0.6647053,5.5924359543978746,0.82511145,0.4627212,0.5531061,0.7301272,0.7488609,0.9998753,1.4583098151505862,0.2198045614597958,3.876381214380953,0.45976081,1
0.63424885,5.421459764973961,0.80195946,0.46270335,0.53840715,0.7095875,0.7373934,0.9998661,1.6048449518039156,0.2203789076299926,3.757869550738883,0.46744958,1
0.62934774,5.511678978271242,0.7856485,0.46602136,0.53563434,0.6965207,0.717828,0.99970144,1.5387742034694627,0.2311400395838063,3.8204047440682296,0.46586627,1
