shannon_entropy,coef_of_var,entropy,label
5.654298483152846,1.4229995160039268,3.9192610517697704,1
5.537938278074018,1.4752016525384974,3.8386063036900016,1
5.507540011547487,1.4991933680457432,3.8175358309532283,1
5.582804863533389,1.4697940194584755,3.8697054509025186,1
5.681924962805552,1.3384803268570171,3.93841026824984,1
5.670150434157156,1.395241479557159,3.9302487869147806,1
5.739691914511146,1.3211762772078948,3.9784512679541146,1
5.698598405397899,1.3560574357094088,3.949967417972953,1
5.692813065644769,1.352239563861649,3.9459573260344896,1
5.6480465949724366,1.3908985339187088,3.9149275731043423,1
5.293638490654294,1.7641999415759668,3.6692705948286277,1
5.760228190024694,1.3399343796032397,3.9926859294255332,1
5.381857885694182,1.6462145901488003,3.7304196197712294,1
5.750404903243307,1.3423036409399232,3.985876945889181,1
5.4373045626780545,1.5870015485901936,3.7688523275940202,1
5.708752436932944,1.385933030724211,3.9570056563027856,1
5.6297953248115,1.3864827232967059,3.902276756650653,1
5.692390257573641,1.40261325196256,3.9456642578120693,1
5.431781018017084,1.6101187485543476,3.76502369818557,1
5.702091910259593,1.3660414675181947,3.952388931018109,1
5.847292099484623,1.2981853503628729,4.053034032796209,1
5.591942881338625,1.4805237918256546,3.8760394421801236,1
5.578994742840317,1.4746723419883132,3.8670644764865214,1
5.590856443671619,1.4936445104322527,3.875286380974385,1
5.58351504512412,1.4803654892250941,3.870197711269818,1
5.460856136845818,1.5932437269407238,3.785177034826152,1
5.363548268343188,1.6688635414379092,3.717728360127256,1
5.645510196704475,1.3782975624766094,3.9131694757961277,1
5.613099750871697,1.4682343335981678,3.8907042666464475,1
5.393181380971598,1.6298875626493539,3.7382684685968535,1
5.553900845038868,1.4678502909305884,3.849670711976187,1
5.664512353251794,1.394490828209505,3.926340767031461,1
5.5670070072091855,1.4716502159108151,3.8587552113325048,1
5.355543148438771,1.6372926177788205,3.7121796338354653,1
5.6052165734844905,1.4366369555631437,3.8852400644666494,1
5.716300243248432,1.3660382843667311,3.962237396969778,1
5.691911661664475,1.3252250058023471,3.945332520407003,1
5.576817561747115,1.452271621586772,3.865555369550199,1
5.678844291698951,1.4267763744989133,3.9362749097580663,1
5.319915020965139,1.7073393702805764,3.687484097728488,1
5.589427172454135,1.475408301452158,3.8742956856597286,1
5.666987438326877,1.3389823145073552,3.9280563652729,1
5.5771998599748915,1.4341908417965858,3.865820358488916,1
5.704650363963934,1.3284020785658568,3.954162315989865,1
5.588617861680127,1.4865917347175084,3.8737347141785294,1
5.624460802335143,1.4519301250936978,3.89857914743653,1
5.47799967923582,1.5551824755230215,3.7970600328985933,1
5.599273205208322,1.4530252868525542,3.8811204355029956,1
5.490110415002892,1.5420004020471014,3.8054545552500443,1
5.720093406598883,1.3844511296718065,3.9648666174515492,1
5.566866119817513,1.4829382706575895,3.858657555634191,1
5.685621522963106,1.3809072056401452,3.940972528500817,1
5.64098650597302,1.4193916737359786,3.9100338923198947,1
5.380461226785799,1.6415265524423908,3.7294515295866804,1
5.523740340290055,1.509869862590581,3.828765043145282,1
5.454107101186335,1.5715799669002084,3.7804989597872822,1
5.580490291470699,1.4346281667684417,3.8681011118030626,1
5.598301274050459,1.4417909084169742,3.8804467441612234,1
5.576158075119888,1.5105264592746064,3.8650982482539193,1
5.672471239158195,1.3811227086257276,3.9318574463578813,1
5.555760888520534,1.4456462443264646,3.850959995871225,1
5.743089769055333,1.3480350856168315,3.9808064812513693,1
5.633448682101883,1.4139049021858223,3.904809070956058,1
5.501917974528846,1.510494160703607,3.813638931844753,1
5.548149170953141,1.4762066910894487,3.845683955300166,1
5.7178324969937595,1.3134152080969999,3.9632994743332555,1
5.702961110396583,1.3604763591028928,3.952991414642404,1
5.740319804834207,1.3218641116536087,3.978886488361245,1
5.632303785639765,1.4514029124322607,3.9040154892013086,1
5.632960337503048,1.414584610108078,3.904470576274236,1
5.836330500239969,1.2619640842903128,4.045436031185347,1
5.626596344618802,1.4279537153572608,3.900059392549415,1
5.621624217413634,1.4240507762293517,3.8966129765957693,1
5.575106229940538,1.4791973474059414,3.8643691647334686,1
5.718543849970571,1.3495046229424135,3.963792546643514,1
5.621442237446248,1.4341044987616003,3.8964868376944555,1
5.683933366846107,1.397681343481751,3.9398023878479744,1
5.846941767184914,1.2669194337717657,4.052791200950407,1
5.6980239884425865,1.3543779246180407,3.949569262479912,1
5.614512014039477,1.44862191750875,3.8916831728794037,1
5.585584142458938,1.4711261663410724,3.8716319002537514,1
5.546766892407307,1.4586169485512317,3.8447258328233724,1
5.64624569452787,1.4309111551777354,3.9136792840387216,1
5.68951962380061,1.4359185688571567,3.943674486105872,1
5.710768703420049,1.3797291033658579,3.958403225733581,1
5.662400512476589,1.4030857991190646,3.9248769505523358,1
5.663880290647875,1.402926881876419,3.9259026546196165,1
5.63186242320179,1.4198366244500824,3.90370956007182,1
5.686735389111147,1.4179486217015445,3.9417446016808544,1
5.684809429172631,1.4057664528517355,3.9404096279796,1
5.694238540045536,1.390026745965447,3.9469453895963404,1
5.684470188227475,1.3601057739486833,3.9401744840749355,1
5.647092562192995,1.404894546856294,3.9142662879731116,1
5.571146887033355,1.4634265798000277,3.8616247573604854,1
5.735001856118362,1.3299938358848953,3.975200367202495,1
5.67072146020825,1.3907800492218598,3.9306445920121234,1
5.630348854541069,1.4084912730953696,3.9026604342220574,1
5.642487272361162,1.417553282153942,3.911074144310514,1
5.635861444146133,1.4208200902598254,3.906481470164393,1
5.629391261128326,1.4458204095476206,3.9019966810478923,1
5.716068139507918,1.3405740416067575,3.9620765149164447,1
5.711440070933967,1.3458371207456392,3.9588685822329728,1
5.623832291044627,1.4168330888120697,3.8981434966075597,1
5.86381054109917,1.2456937078003358,4.064483744028576,1
5.826616235477644,1.2704594908206461,4.038702615954131,1
5.651536248504501,1.4046772523558868,3.917346416611224,1
5.81142110636085,1.324299901205918,4.02817015504858,1
5.571208592208586,1.4711289294203815,3.861667528128722,1
5.569314373931276,1.4546398657212276,3.8603545560704395,1
5.503227830928465,1.5127361002513846,3.814546855115087,1
5.5924359543978746,1.4583098151505862,3.876381214380953,1
5.421459764973961,1.6048449518039156,3.757869550738883,1
5.511678978271242,1.5387742034694627,3.8204047440682296,1
5.6142774447940065,1.4075618034742574,3.8915205818682588,1
5.694068259683602,1.385423592014797,3.946827360243563,1
5.6883048777907055,1.360047234270671,3.942832488334012,1
5.460241493122302,1.5314391353266807,3.7847509962621495,1
5.450051353831001,1.551232621748138,3.7776877299428713,1
5.488467143464453,1.5153312624930395,3.80431552621628,1
5.311579495181746,1.6562846547923604,3.681706351533242,1
5.405854236030473,1.6486802635225546,3.7470526223505582,1
5.501860347291628,1.567676435651488,3.8135989876877527,1
5.5433585717048866,1.5045481215718117,3.842363364938047,1
5.606700536442087,1.4485350828598909,3.8862686692067636,1
5.651098463090559,1.4150750381520587,3.9170429668858606,1
5.42290641774425,1.5992060875425447,3.758872294027859,1
5.440171448988677,1.6287790898876195,3.7708395017572127,1
5.5517580381515,1.5691882137860758,3.848185431423725,1
5.602556624787076,1.4296775963747632,3.883396328526605,1
5.488223591040443,1.5489440744652263,3.8041467085402605,1
5.595612708269211,1.4353818964148646,3.878583172370204,1
5.673719952323826,1.3797635620540563,3.9327229883679653,1
5.643041894801247,1.3997988870194988,3.911458579291134,1
5.707337473127859,1.401443339850191,3.956024878130698,1
5.764240487226919,1.3005410618754931,3.995467041918823,1
5.562696758235763,1.4798589897364602,3.855767574409065,1
5.61052905129776,1.4345611312285347,3.888922393484707,1
5.700426793507222,1.3730498306856573,3.9512347600359004,1
5.788147308150609,1.271217887584992,4.01203798743823,1
5.667242005952585,1.3755483724335793,3.928232818104922,1
5.502717518040801,1.544782161009185,3.814193133175801,0
5.440154123139967,1.601433840104648,3.770827492394029,0
5.294187605820054,1.7541917086397236,3.669651212457577,0
5.549735078287819,1.4686254005786281,3.8467832224978284,0
5.64431603149023,1.426409818289386,3.912341743544751,0
5.688057278524829,1.3671975729426082,3.942660865600959,0
5.564341454007565,1.5092515459478322,3.85690759064617,0
5.466039960547722,1.5198089593184323,3.7887701876096473,0
5.524979018303215,1.5222944807489314,3.829623629317728,0
5.4356172273205585,1.5952576099033535,3.7676827558483112,0
5.5195987997332985,1.4619475989801876,3.825894345985193,0
5.418151636501001,1.6000871730794488,3.7555765308149223,0
5.617935042981879,1.4406728962281292,3.8940558357398025,0
5.520496884386802,1.5349665087981972,3.8265168508306733,0
5.635974083105301,1.4299336074395088,3.906559545541361,0
5.571966287184589,1.4931561279227878,3.862192722265063,0
5.511142427095219,1.5610393994793383,3.8200328351333446,0
5.316922751737256,1.6843095766699314,3.6854100147497038,0
5.5560369162099725,1.5254324187084547,3.8511513236859143,0
5.773816717789196,1.2989651940268025,4.0021047791334565,0
5.345039771899113,1.6307340307263987,3.7048992480006415,0
5.642968343858355,1.4649097246022011,3.911407597662441,0
5.802570629976234,1.3037600208300695,4.02203547229597,0
5.525619294062602,1.4944229701591412,3.830067434655125,0
5.550030661080829,1.4580611425009111,3.8469881048774255,0
5.62072495450856,1.4129807184589862,3.8959896550485347,0
5.807387873870486,1.2788430776589703,4.025374531319342,0
5.721900204248392,1.324147164873787,3.9661189941481467,0
5.509043552213964,1.5413048702541454,3.818578005927055,0
5.529288692185856,1.5141791687495592,3.8326108676186115,0
5.475637011408002,1.5525203689362066,3.795422356355141,0
5.6411939690190165,1.4129370482531303,3.9101776947452986,0
5.554468393739045,1.5175586130019454,3.8500641067575456,0
5.63456451417046,1.398493466998789,3.9055825068083707,0
5.553523094274748,1.4682712911992495,3.849408875099083,0
5.587696562196973,1.4542769246768081,3.8730961180393293,0
5.4342254709824385,1.610796795801543,3.7667180638665156,0
5.496721528247937,1.5223245549467617,3.810037029756211,0
5.470262666997805,1.531164361642583,3.7916971446798557,0
5.589856220805972,1.5022808273591381,3.8745930793151295,0
5.456337977889084,1.6207562019695696,3.782045285683971,0
5.657517441640785,1.3702465776474377,3.9214922637700242,0
5.773162791698224,1.3002302663452288,4.001651512107205,0
5.67325904165585,1.3436097281306383,3.93240350943797,0
5.62841477470616,1.401231012165504,3.9013198322375127,0
5.2232406063020616,1.7389818845762437,3.620474499772493,0
5.5201123961730545,1.4865515309215305,3.8262503439093556,0
5.690579552527778,1.3697726590387667,3.9444091727147033,0
5.4502564620347265,1.5319945226025187,3.7778299001159916,0
5.642108706674405,1.4460324827733932,3.9108117425720823,0
5.424670863874534,1.6486294960292975,3.760095314888316,0
5.562276546331962,1.4529074209166577,3.8554763057127093,0
5.1838721203138025,1.8031758413096426,3.593186344706817,0
5.243163051955126,1.722217420576491,3.634283686806773,0
5.408028239607372,1.6097764171415965,3.7485595268004137,0
5.345558405625893,1.665622164588955,3.705258737506103,0
5.526515859182609,1.5120500863671889,3.8306888862402495,0
5.248034676847728,1.7516153060557393,3.637660439865825,0
5.386703056437355,1.6279112005551801,3.7337780362111914,0
5.52396549840474,1.537742401301919,3.828921110857658,0
5.55119515690534,1.4886089180739401,3.8477952718749586,0
5.34659992027966,1.7229075431902967,3.705980660451874,0
5.24721189678986,1.7673594027967996,3.6370901321884936,0
5.789327050310427,1.2814593911394272,4.012855722390096,0
5.691325669320736,1.3580775931216154,3.94492634146611,0
5.421891458605813,1.6039597451447678,3.7581687779626676,0
5.690973501007513,1.387684362295086,3.9446822369927195,0
5.834619921390061,1.2805740982735287,4.0442503482784105,0
5.669316629388311,1.388576108866559,3.929670837490119,0
5.695917715321755,1.38440448345393,3.948109305204719,0
5.681975610790852,1.380002936766006,3.938445374758051,0
5.573904955863796,1.4490979833531465,3.863536504994095,0
5.745805805733278,1.341658102197813,3.982689094416987,0
5.630263213850601,1.3661368264457767,3.90260107261892,0
5.804219199071251,1.2970681252848222,4.023178173316141,0
5.437886734360471,1.5280072037554777,3.7692558582542874,0
5.2983301963615705,1.661094157927092,3.672522637411643,0
5.568818006310658,1.4849729023086895,3.860010500253688,0
5.629837746051448,1.4082206324117374,3.9023061608135174,0
5.517397907476352,1.4964640365662525,3.8243688037225736,0
5.5980054841239895,1.404498995060991,3.880241718207653,0
5.490785281701109,1.5670445993569988,3.805922337199169,0
5.444954143156124,1.5921669111205285,3.774154612734861,0
5.507174461021165,1.4999526490314052,3.8172824506365552,0
5.443652200681598,1.5655901833995027,3.7732521749793895,0
5.440542349791453,1.615644522565562,3.7710965906029257,0
5.562028186151997,1.4371273699459983,3.855304155554201,0
5.557053744855649,1.450235121623759,3.8518561355947787,0
5.5739731129520305,1.4515014696518553,3.8635837478876414,0
5.384191586816158,1.62918036475709,3.732037218124196,0
5.730090250596604,1.3837285896976284,3.971795901683066,0
5.579379269587653,1.4154299223816598,3.8673310101172875,0
5.604515936983021,1.4151884131996728,3.884754420251061,0
5.462028229332629,1.5646136074382824,3.7859894674287418,0
5.459921856081905,1.583752118729916,3.7845294407487957,0
5.3406465079374135,1.690264420050978,3.7018540694721342,0
5.620223159718694,1.385627431920253,3.8956418374047184,0
5.696337616551334,1.3533613162173412,3.948400358558115,0
5.683508730016859,1.3744745325407013,3.9395080520270196,0
5.630412229850387,1.4509372376197827,3.9027043626390285,0
5.639564247173281,1.4105958217029395,3.9090480576428286,0
5.631730184593167,1.4512049474694315,3.9036178992530925,0
5.289134912852411,1.705950223809572,3.6661489525728186,0
5.483255157281753,1.5591123381747136,3.800702852688626,0
5.480034938883756,1.5774211944211514,3.798470767385268,0
5.3285627151199755,1.6380027174030927,3.6934782225502563,0
5.415112084760616,1.5883120585479689,3.753469674095908,0
5.567721427793916,1.4576754254611763,3.8592504099465454,0
5.679340815271388,1.34098412546844,3.9366190736723823,0
5.60208215409641,1.4077517381653697,3.88306745050511,0
5.597365441939281,1.4464138489208287,3.879798074771883,0
5.699736671902036,1.3729918925519626,3.950756404191022,0
5.668363394059414,1.3930211384618711,3.9290101051094846,0
5.701552177821533,1.3657920702989559,3.952014817000411,0
5.7257117778705044,1.3357302647874658,3.96876097565781,0
5.630411919345125,1.4312176795574247,3.902704147413183,0
5.661095101508245,1.4228614405555464,3.9239721086201564,0
5.578715316400907,1.485545270432913,3.86687079283787,0
5.775128487137138,1.3154314798360547,4.003014028358527,0
5.428051093045062,1.5722838101890855,3.7624383112075144,0
5.478150530845044,1.556330768488274,3.7971645952662083,0
5.403460803894872,1.6610978427728937,3.7453936216139057,0
5.502964967252762,1.5974280965728482,3.8143646518994028,0
5.677811619097408,1.4146522955525975,3.935559115655866,0
5.4268780641975995,1.6339459330077863,3.76162522956918,0
5.537748017738124,1.5054399533421072,3.8384744252746055,0
5.622539063812043,1.382006912220376,3.897247099797471,0
5.545816868172644,1.5143336016528215,3.8440673262036533,0
5.407553575699957,1.6177897966272632,3.748230514851275,0
5.68959997665023,1.3768192506030632,3.943730182457037,0
5.627528488193702,1.4224385203140613,3.900705505240235,0
5.61433034728808,1.4551841837007353,3.8915572510828698,0
5.4183468244125965,1.6134700042076042,3.755711824765523,0
5.583479712912233,1.4143117275921882,3.870173220846767,0
5.568104947548161,1.4947620726086872,3.8595162455828893,0
5.36964029604558,1.6384253601023093,3.7219510319530613,0
5.6598730961481305,1.4184803324762452,3.9231250790501635,0
5.380392978766714,1.602109273409281,3.7294042236646745,0
5.496578387341065,1.5216592792017667,3.809937812040189,0
5.580018369568737,1.4129105964122757,3.8677740004672714,0
5.869621478925905,1.2547814138494933,4.068511579199586,0
5.584513136871273,1.4666846706433805,3.8708895357502975,0
5.46563882088008,1.5600391377290892,3.78849213878001,0
5.496354495574728,1.5395995777814635,3.8097826220936017,0
5.72647388616406,1.3185731441331554,3.96928922887277,0
5.66502335666873,1.3875973652799718,3.926694967609167,0
5.6510117655096685,1.4120969758310349,3.916982872702105,0
5.632688170584714,1.4393177053101052,3.904281924542149,0
5.754059174618327,1.3715413923955608,3.988409893789778,0
5.723657978873149,1.3443228230413173,3.9673373906733573,0
5.760857279230862,1.3498784562986852,3.9931219808351086,0
5.688552740563463,1.3638868918073546,3.9430042937161134,0
5.607465722822923,1.4510747615464967,3.8867990559892442,0
5.628933236834747,1.4188782272043008,3.9016792028001714,0
5.449983516426439,1.6049783416873504,3.7776407086371613,0
5.5220783665374285,1.5134178457006386,3.8276130507244854,0
5.56389539549098,1.4901437283721297,3.8565984064430334,0
5.62423762876541,1.4242851190017811,3.898424455305896,0
5.678462324492029,1.3515475423574845,3.9360101502655227,0
5.520199456759331,1.5020563438033245,3.826310689709272,0
5.754181663211417,1.295998948383381,3.9884947964127297,0
5.60291010623342,1.4652577391596058,3.883641343194518,0
5.301582743201292,1.6458916524229104,3.6747771310832356,0
5.526774550186882,1.5231428652529582,3.830868197180496,0
5.397871850221474,1.6128478545709735,3.7415196541329094,0
5.596496043310349,1.4701030319610395,3.8791954535634567,0
5.530680006835672,1.5242498602268792,3.833575253445404,0
5.664584494337638,1.3908963452134082,3.926390771421716,0
5.359782157365935,1.6194695578863536,3.7151178909216975,0
5.625799975603012,1.4667812863537324,3.8995073916114356,0
5.754674194017732,1.361393046730512,3.9888361927524656,0
5.57070303980387,1.4994068303761543,3.8613171059047677,0
5.442955234706386,1.5742386519425815,3.772769074978725,0
5.445757133314197,1.585245974017479,3.7747112030989447,0
5.5009863659853,1.5441296834794462,3.812993190009408,0
5.485906327511564,1.5835946584125686,3.8025405038586024,0
5.563762134062255,1.5012006305379992,3.856506036659435,0
5.565954963876729,1.4970893747513334,3.8580259904627847,0
5.540518119461524,1.4971067861865308,3.8403945134740445,0
5.669204664283322,1.3935456294793314,3.9295932291932756,0
5.38850026421899,1.6974022213194628,3.735023765717914,0
5.8318881061330305,1.2759979159193906,4.042356798235188,0
5.749162203837233,1.3027061064104162,3.9850155722995786,0
5.692859742844957,1.3555166812590045,3.9459896802041943,0
5.492725672676811,1.5058392501848687,3.80726731373316,0
5.518809288170273,1.4717686097785934,3.825347098271263,0
5.5134527847144135,1.5605167537873628,3.8216342530031726,0
5.63391876393319,1.4321839495446391,3.9051349068520618,0
5.55255055190765,1.4735223103891852,3.8487347600993544,0
5.709611084174073,1.375209233623083,3.95760082521707,0
5.503220940114187,1.547672837832414,3.8145420787666007,0
5.583621181666047,1.479206824653218,3.8702712795146086,0
5.4971555824240355,1.5366928629157321,3.810337893184584,0
5.727645141374964,1.3614151775573384,3.970101081119925,0
5.880567568886366,1.2233304309278354,4.076098830593836,0
5.578627797298286,1.5031300298279056,3.866810129218643,0
5.563141196660903,1.512585598767337,3.856075635650383,0
5.625058424107897,1.4511780457879702,3.8989933872833564,0
5.686115100310984,1.3578910077450672,3.9413146502478877,0
5.882642640549695,1.2400358400206999,4.077537160666731,0
5.674776682658088,1.4156608077834767,3.933455458019773,0
5.559301168017134,1.4563484263674238,3.853413930622686,0
5.546223529242692,1.4849983087155743,3.8443492021778,0
5.31864499739602,1.695789590011863,3.686603784472307,0
5.773523455364933,1.295770232508866,4.001901505110917,0
5.664893546967396,1.4078212355976207,3.9266049903806772,0
5.497921605666084,1.5513835605302253,3.810868860035052,0
5.699730398051478,1.401236250077564,3.950752055489196,0
5.642353156998459,1.436993171229105,3.9109811826249867,0
5.674574562460348,1.3771930004972615,3.9333153589745757,0
5.437198909033847,1.5648181043786678,3.768779094068421,0
5.610065220559184,1.4726694557636903,3.888600890516005,0
5.491800312713014,1.5133782863976224,3.8066259030832494,0
5.729804837267103,1.3345077688262363,3.9715980682384275,0
5.499982047311336,1.4957232627688575,3.812297049352166,0
5.7544872759840136,1.356479192314286,3.9887066310443986,0
5.415957683650634,1.573884053256942,3.7540557985824075,0
5.497375865997033,1.5009593993234833,3.8104905821221307,0
5.519277491104884,1.5247492630154487,3.8256716318153186,0
5.5534109002191405,1.5149538054335103,3.8493311081057637,0
5.696125108512538,1.3774479100389485,3.948253059210177,0
5.648658334935991,1.398291777837107,3.915351598935317,0
5.67780929746843,1.3789499877648679,3.935557506425286,0
5.455968857350587,1.5601369901490592,3.7817894308234257,0
5.7732576883717766,1.3445704202928765,4.001717289468924,0
5.618098365770544,1.4300989422544175,3.8941690424702875,0
5.335281848156816,1.6143718879317515,3.6981355706705505,0
5.723817235535312,1.3135896753732448,3.96744777897972,0
5.673017297470761,1.4232414025137605,3.932235945137658,0
5.662283930560732,1.3918014931483151,3.924796142126055,0
5.82335374401052,1.2735234479326767,4.036441229192093,0
5.632971259313335,1.4368507437625888,3.904478146696241,0
5.528621637233092,1.5479374961413737,3.832148500358825,0
5.1595699202571685,1.7998853094301042,3.5763413432561557,0
5.621685860877742,1.427567808173595,3.8966557045891146,1
5.614353125410538,1.4064173522954988,3.8915730396742285,1
5.670338029049603,1.3728587275651458,3.9303788177855687,1
5.719498158444177,1.3566729677894622,3.96445402287138,1
5.421793159736593,1.5783673144030466,3.758100642378616,1
5.611415775092201,1.420222264209599,3.8895370235827578,1
5.54046632462157,1.5152493261513864,3.840358612026762,1
5.553938448801898,1.4641831666754583,3.8496967769185115,1
5.469017496537793,1.5400758919468331,3.7908340582861815,1
5.618933223546739,1.4283375189948002,3.894747721784026,1
5.704386953424841,1.3474796444116581,3.9539797337173628,1
5.484899805278291,1.4731653982884771,3.8018428358104397,1
5.598164333241367,1.45081098818718,3.880351824025497,1
5.652877904672932,1.372172737620902,3.918276381801654,1
5.442398603906341,1.6192121616155501,3.7723832479090618,1
5.684510447440127,1.375573385986048,3.9402023896346763,1
5.5954778911531395,1.4571459999417857,3.8784897242663066,1
5.529917468785568,1.4689168593499784,3.8330467023459045,1
5.422315132272921,1.5587939749542845,3.758462446170501,1
5.709962378590751,1.3421619156874116,3.9578443239515364,1
5.579401987587294,1.478803812782777,3.867346757034687,1
5.4416147859852835,1.5858713243307747,3.7718399467270087,1
5.343842750221384,1.6859948417612445,3.704069535799656,1
5.741921522210072,1.3625863809254035,3.9799967142443813,1
5.576946511565961,1.4575921843473785,3.865644750753568,1
5.552609539605628,1.5217980064350023,3.848775647255895,1
5.420142824857863,1.565740248144522,3.7569567174104437,1
5.6359832728708525,1.429437757800043,3.906565915401444,1
5.639784589087226,1.4035563793566652,3.90920078701924,1
5.629334889837816,1.406789065611229,3.9019576074468123,1
5.457617514250908,1.5355917015790257,3.7829321927055926,1
5.423148200868787,1.5976744984597682,3.759039885318938,1
5.753217221293145,1.3062459980370513,3.987826296216266,1
5.661313240624711,1.3946622107660935,3.9241233111337053,1
5.72743975005492,1.3541206127340761,3.969958714705526,1
5.500140624909325,1.539304612695439,3.812406966967113,1
5.577313483721962,1.4523585490298645,3.8658991164688423,1
5.787248435612768,1.3000488823062926,4.011414936472942,1
5.684829188534271,1.3408859552149839,3.94042332412541,1
5.560619385980656,1.4680741136579862,3.8543276496874643,1
5.569815821776723,1.482143228681986,3.8607021332307094,1
5.566035236574065,1.490649683499369,3.8580816312566197,1
5.633755915569347,1.4464750212256874,3.9050220289678057,1
5.655409979793438,1.4238498037996945,3.920031482532396,1
5.575788010702159,1.4562729007961406,3.864841739146147,1
5.756017199293182,1.3361554927291508,3.9897670930726212,1
5.759502487296557,1.2913815996418319,3.9921829106255995,1
5.5457314364516,1.500632988392126,3.84400810944708,1
5.698516750094367,1.3932889080035191,3.9499108188295304,1
5.617254460712379,1.430578180506023,3.893584092058562,1
5.698384820570852,1.395605807562423,3.9498193722522763,1
5.59086227522392,1.4350265590007776,3.875290423098419,1
5.7447698192157794,1.3872348120958218,3.9819710032832827,1
5.614131674270242,1.4104291736511985,3.891419541440703,1
5.737792654960913,1.3523989803376968,3.9771348015517196,1
5.598234858931839,1.4008217364363211,3.880400708709005,1
5.645130421351631,1.4342046442849927,3.912906235581059,1
5.722925395834171,1.3617823187837006,3.9668296028053636,1
5.509176644092095,1.481300973931825,3.8186702581871366,1
5.782924691991479,1.2665967038177641,4.008417945772383,1
5.668186290626602,1.3456892351248182,3.928887346364364,1
5.462675908402215,1.5748235387814042,3.7864384043497323,1
5.687889056988216,1.3646964225875895,3.942544263317147,1
5.547108537591841,1.5077070496445735,3.844962643219784,1
5.699634808299601,1.321811638956634,3.950685797722191,1
5.446237762752091,1.579143504782712,3.7750443500387147,1
5.787104266995967,1.273909971891234,4.011315006402682,1
5.620857512543475,1.427199915035778,3.896081537276696,1
5.6505441929670805,1.4122146360350012,3.9166587761125022,1
5.374007244369991,1.647173273138598,3.72497796987178,1
5.70880090593324,1.4022292786546249,3.957039252453685,1
5.592069701129854,1.5044702399803984,3.876127346960852,1
5.669910332394055,1.4152281606561388,3.9300823610546414,1
5.638822205360997,1.4836560904704117,3.9085337134527873,1
5.720149838278077,1.3583624207588862,3.964905732910876,1
5.6240075974875285,1.4322173079491012,3.8982650097741915,1
5.6344946265860525,1.4306962240702397,3.9055340644262833,1
5.593968381491494,1.4395598401293135,3.877443411900308,1
5.489139154265657,1.5146435916564085,3.804781328608443,1
5.5962996899483475,1.4346579863476139,3.879059351784191,1
5.531114366329829,1.482486939534977,3.833876328504128,1
5.571797131682965,1.4852888424246928,3.8620754726060373,1
5.591334834379554,1.4584131275283108,3.875617976144796,1
5.45952502295103,1.532893312325431,3.784254376982976,1
